,X,Y,block,class,description,plate,site,stratum,year
62,35,89,B, XIV. Trays (nos. 62—97),"62. Sk. ’29—1,894; Block B’; sq. 3 5-89’; stratum IV. Circular toilet-tray of ﬁne grey schist. Diam. 431 in. Round top of rim, beaded border, encircled by running spiral. In centre, erotic scene: to left, standing male ﬁgure, with hooded mantle over back; to right, kneeling woman clad in himation or shawl, which her companion is pulling from her. Beneath them, triple line of small rocks with larger rock on extreme right, which the woman holds with her left hand. On back of tray, full-blown lotus in low relief. This is a familiar scene in Greek art, the two ﬁgures being usually a satyr and a nymph, e.g. Brit. Mus. Sculpture Cat. no. 2202: a marble relief representing a bearded satyr pulling aside the mantle of a nymph. Cf. Baumeister, Denkmaeler, vol. III, p. 1564, and S. Reinach, Re’pertoire des peintures grecques et romaines, p. 125, no. 9. The ﬁgures are in high relief on a plain ground; the modelling is characteristic of the Hellenistic age and superior to that of any of the other toilet-trays. (P1. 144, no. 62.)",144-62,Sk,4,1929
63,15,98,A, XIV. Trays (nos. 62—97),"63. Sk. ’29—2, 572; Block A’; sq. 15'98’; stratum V. Toilet-tray of grey schist, divided into two registers. Diam. 5-31 in. In theggnpper register, a draped male ﬁgure reclining on couch, with wine-cup in left hand. At head of? couch, a draped female seated on stool, with awine-cup in left hand. Behind the couch, a second female, standing, with garland in upraised right hand. on. 25] STONE OBJECTS 477 areas, and during the Chalcolithic Age was used freely for knives, scrapers, weights and polishers. Abri, which is a lower cretaceous shell limestone of a variegated chocolate and yellow colour, is abundant in the Hazara and Attock districts, and in Mughal times was destined to become a favourite stone for the inlay-work on buildings and pavements. At Taxila it was used for bowls, cups or dishes, but is found only in the Bhir Mound settlement up to about 200 B.C. Many of the other hard stones, such as basalt, quartzite, hornblende, hornblende-gneiss, gneiss, granite, dolerite and basanite, were obtainable in the form of pebbles from the beds of the neighbouring Tamra nala or Haro river, where the writer has himself picked up specimens of most of them, as well as of sandstone, marble and jasper. A few of those found in these torrent—beds to-day may, no doubt, have found their way there from the ancient settlements now crumbled to ruin on their banks, to which they were perhaps brought from afar in days gone by, but most of them have certainly been washed down from the distant highlands on the east. Other stones such as blue serpentine, green diorite and black Lydian, of which there are only one or two specimens at TaXila, may have come from remote localities which it is now hardly possible to identify. Of the semi—precious stones, rock-crystal, agate and chalcedony are found in so many localities in India that it is impossible to say whence the lapidaries of Taxila obtained their supply. Rock crystal, which is a form of silica or quartz, occurs in Kashmir and in the red marls of Mari in the .Mianwali district of the Panjab, but some of the best crystal nowadays comes from Tankara in the Kathiawar peninsula or from the bed of the Godivari in Madras. It is also found at Aurangpur, near Delhi, Simbhalpur, Morvi, and other places. The ﬁnest agates (and some of the agates from Taxila are unusually ﬁne), together with the closely allied chalcedony, come from the Ahmadébﬁd and Kaira districts of Bombay, from Kathiawar and from the Rﬁjpipla State, where agate—jasper is also found in company with them. Other sources of agate-jasper are the beds of the Kistna, Godavari and Bhima' rivers, but the Taxila stones are more likely to have come from the Rajpipla hills. Good agates are also obtained from north of the Pangong Lake in the Rudok district of Kashmir, from the Rajmahal hills and from the beds of the Narbada and Goda- varI rivers. The main centre at which agates, chalcedony and carnelians are now out and polished is Cambay, but the industry exists also at Jabalpur and other places within reach of the amygdaloidal Dekhan trap. In the ﬁrst century A.D., when the Periplus of the Erythmacm Sea was written, the principal market for the export of these stones to the Western world was at Barygaza, the modern Broach, whither some were brought from Ujjayini (Ujjain), others no doubt from the Kathiawar peninsula or from the Rajpipla State; and it seems highly probable that many stones from these sources found their way up the Indus to Taxila. Small Vessels made of agate were in vogue there, particularly during the Parthian domina— tion, and it is noteworthy that Pliny attributes vessels of this class, for which large prices were paid at Rome, to Parthia and Carmania, the fact being that at the time when Pliny wrote the trade was still mainly in the hands of the Parthians, who had MT 61 Semi-precious stones , .5 warm mus v“,     €31.25] STONE OBJECTS 495 The ﬁgures are clad in the Greek chiton and himation. In the lower register, seven lines sug- gestive of a palniette. On rim, beaded border in low relief. This toilet-tray is referable to the ﬁrst century 13.0., when Hellenistic art was becoming barbarised under the rule of the Sakas. Observe that the ﬁgures in this scene are more widely spaced than in the later Parthian reliefs, in this respect being nearer to the Hellenistic tradition, in spite of their stiff and rigid formality. The wig—like treatment of the hair and the wide—open, prominent eyes are peculiarly characteristic of nascent Gandhara sculpture during the late Saka period. These traits are well exempliﬁed also in nos. 70, 74 and 75, and in ‘Stone Sculptures’, ch. 36, nos. 3, 4, 12, I3, etc. Cf. p. 693 infra. For Yavanas reclining on couches as they eat or drink, see Schol. on Panini, cited by S. Levy, Quid de Graecz's, p. 22. (Pl. 144, no. 63.)",144-63,Sk,5,1929
64,85,90,F, XIV. Trays (nos. 62—97),"64. Sk. ’28—I,486; Block F’; sq. 85-90’; stratum II. Half of a broken toilet—tray of yellowish brown steatite (soapstone), divided into two registers. Diam. 4-12 in. In the upper register, man reclining on bed and kissing woman, who is seated on stool by his side. On rim, four concentric circles. Two small holes drilled near centre and in rim appear to have served for rivets, when the tray was mended in old days. On the back is an inscription in Kharoshthi: (along the edge) T hireasa tritavi(na) mudrao Uras'e Arya—Ro. . .; (in the middle) Thiraka. Cf. p. 182 supra; A.S.R. (1928), Pl. XX, 11 and p. 57, no. 56. (Pl. 144, no. 64.)",144-64,Sk,2,1928
65,85,89,F, XIV. Trays (nos. 62—97),"65. Sk. ’28—I,776; Block F’; sq. 85-89’; stratum II. T oilet-tray of greenish grey steatite (soapstone). Diam. 6-62 in. On rim, border of double arcading, incised. In centre, drinking scene.I Although the scene is a composite whole, ﬁlling virtually the entire ﬁeld, it is divided by convention into three tiers separated one from the other by projecting ﬂoors, so that the ﬁgures in the upper and middle parts of the ﬁeld may have something on which to rest their feet. In the top register, in centre, a man and woman are"" seated on a bench, the former clasping his companion with his left arm and holding a sceptre with his right, while she offers him a cup of wine. To left of them, a woman seated and draped, playing on a lyre; and, behind her, a youth playing on the Pan-pipes; to right, a standing male ﬁgure with his right hand wrapped in his mantle and his left holding a staff. In the middle register, to right, a large winswat, rising from asanthus leaves, in which two men, one on the back of the other, are treading the grapes, while a lad, in the centre, draws off the juice in a tall ﬂagon (in-roM’jvrov). To the left, maths: man is carrying a Winteﬁkin on his back and emptying its contents into a , hater, While his eempsnion on the left of the vase is raising a bowl to his lips. Below, in the batten: register, two figures are lying drunk. Framing the top of the scene from side to side is an undulating vine. The back of the plaque is relieved with concentric bands, both‘ incised and in relief. Cf. A.S.R. (1928), P1. XIX, 1 and p. 56, no. 55. The style is typical of Hellenistic art of the first century A.D., and the relief is reminiscent of the ‘Wedding of Ariadne and Bacchus ’—~—a familiar scene in Graeco—Roman art. Cf. Dar. et Sag. II, p. 421; p. 182 supra. (Pl. 144, no. 65.)",144-65,Sk,2,1928
66,108,63,G, XIV. Trays (nos. 62—97),"66. Sk. ’12—814; Block G; sq. 108-63’; stratum I. Circular toilet-tray of indurated light grey claystone, divided by partition into two registers. 'Diam. 5-25 in. In the upper register is a man dancing with two women, one on either side. The lower compartment is empty. On the rim, two concentric circles incised; on partition, short parallel lines. Of Parthian period; ﬁrst century A.D. Cf. p. 168 supra; A.S.R. (1912), P1. XXIX, b and p. 32, no. 1. (P1. 144, no. 66.)",144-66,Sk,1,1912
67,34,92,B, XIV. Trays (nos. 62—97),"67. Sk. ’28—63 5; Block B'; sq. 34'92’; stratum III. Toilet—tray of grey schist (diam. 3-62 in.), divided into three compartments, with lotus rosette in background of all three. In upper compartment, upper halves of two draped ﬁgures holding wine-cups. On rim, toothed border; on partitions, diagonal lines incised. The workmanship is very rough, as if done by a wood- carver. Cf. p. 194 supra. (Pl. 144, no. 67.)",144-67,Sk,3,1928
68,90,84,F, XIV. Trays (nos. 62—97),"68. Sk. ’28—2,1 59; Block F’; sq. 90-84'; stratum II. Toilet—tray of micaceous schist, divided ‘ Drinking and banquet scenes, it may be remarked, were favourite subjects of Parthian art. Cf. C.A.H. XI, p. 129. 63-2 496 STONE OBJECTS [CH. 25 into nine sunk compartments. Diam. 5-12 in. In centre are busts of male and female ﬁgures with wine-cups in their hands. Both wear necklaces. In each of the four corner compartments is a quatrefoil rosette. On the rim is a border of incised network, and on the back an incised lotus design. Cf. p. 182 supra; A.S.R. (1928), P1. XX, 6 and p. 57, no. 60. (Pl. I44, no. 68.)",I44-68,Sk,2,1928
69,28,116,B, XIV. Trays (nos. 62—97),"69. Sk. ’19—~695; Block B’; sq. 28.116’; stratum II. Toilet—tray of grey schist, divided into three compartments. Diam. 412 in. In the top compartment are the busts of a male and a female holding wine-cups in their hands. Behind them, half lotus rosette. On the rim is a network pattern incised; and on the partitions, toothed and cable beadings. On back, incised eight—petalled lotus. Cf. p. 194 supra. (Pl. 144, no. 69.) 7o. Sk. ’20—763; Block D’; sq. 57-92’; stratum I. Toilet—tray of grey schist divided into three compartments. Diam. 6-86 in. In the upper half are ﬁgured, in relief, a male and a female, three—quarter length, holding wine—cups in their hands. Both wear necklaces and the woman has a shawl (sari) about her head and shoulders. On the rim is a double-cable border; on the partitions, a dotted cross pattern. The Indianised character of the ﬁgures and the concise quality of the carving point to the inﬂuence of the Mathura School. Cf. p. 190 supra. (P1. 144, no. 70.) , _ , 7I. Sk. ’29—2,285; Block G’; sq. 105-89’; stratum II. Fragment of a grey schist toilet-tray or perhaps the lid of a vessel, divided by radii into eight compartments, with lotus rosette in centre. Length 626 in. Each compartment contains a pair of ﬁgures, male and. female, standing with wine-cups in their hands. Network and toothed borders on rim and partitions. Cf. p. I81 supra. (Pl. 144, no. 71.)","144-69, 144-70, 144-71",Sk,2,1919
72,107,46,G, XIV. Trays (nos. 62—97),"72. Sk. ’26—2,367; Block G; sq. 107-46’; stratum I. Broken toiletutray of claystone, divided into two compartments. Diam. 4' 5 in. In upper compartment, lion, with rider seated sideways, moving to right among rocks. In exergue, chequer pattern. Beaded border on rim and partition. Cf. p. 169 supra. (Pl. 144, no. 72.)",144-72,Sk,1,1926
73,77,90,E, XIV. Trays (nos. 62—97),"73. Sk. ’27—501; Block E’; sq. 77-90’; stratum II. Toilet-tray of slate, divided into two compartments. Diam. 6 in. In upper compartment, to left, winged stag ridden by winged rider. To right, goat in foreground; winged lion behind. On rim, double arcading. On partition, narrow vandyke pattern. The exergue is plain. The style is unusual and appears to betray a certain measure of Indian inﬂuence. Cf. p. I84 supra. (Pl. I45, no. 73.)",I45-73,Sk,2,1927
74,24,59,A, XIV. Trays (nos. 62—97),"74. Sk. ’15—277; Block A; sq. 24- 59’; stratum II. Circular toilet-tray of grey schist, without compartments. Diam. 4-62 in. In upper ﬁeld, ﬁsh-tailed hippocamp with rider seated astride; below, palmetto rays. Dog—tooth border on rim. Cf. p. I45 supra. (Pl. I44, no. 74.)",I44-74,Sk,2,1915
75,75,91,E, XIV. Trays (nos. 62—97),"75. Sk. ’27—607; Block E’; sq. 75-91’; stratum III. Similar, of grey micaceous schist, with a ﬁsh-tailed grifﬁn and rider instead of hippocamp. Diam. 4' 56 in. Broken on right side. Cf. p. 184 supra. (Pl. I45, no. 75.)",I45-75,Sk,3,1927
76,74,98,E, XIV. Trays (nos. 62—97),"76. Sk. ’28—763; Block E’; sq. 74-98’; stratum II. Similar, of micaceous steatite with sea- monster resembling Indian makara, ridden by a half—draped female ﬁgure holding a baby in left arm. Diam. 3‘I2 in. In exergue, acanthus leaf in low relief. Incised concentric circles on both sides of rim. On back, inscription of ﬁve Kharoshthi letters: Man‘sjumiuasa, i.e. of Main- juminawprobably the name of the person to whom the object belonged. Parthian period. Cf. A.S.R. (1928), P1. XX, 10 and p. 55, no. 42. The style of the carving resembles that of no. 65, but the workmanship is coarser. For the motif of a nereid riding on a hippocamp or sea—monster, see Roscher, Lexikou, s1). ‘ Nereid’ ; also Dalton, Treasure of the Oxus, no. I97, Pl. XXVI (2nd ed.). Draped nereids were common in Greece in the ﬁfth to fourth centuries B.C. Later, they were more often half-draped. Cf. p. 184 supra. (Pl. 145, no. 76.)",145-76,Sk,2,1928
77,44,92,C, XIV. Trays (nos. 62—97),"77. Sk. ’29—306; Block C’; sq. 44-92’; stratum II. Similar, of grey schist, divided into two compartments. Diam. 5-43 in. In upper compartment, draped woman riding sideways on ﬁsh-tailed sea—monster. On neck of monster, uncertain object, which may be a garland. On rim, incised cable border. Cf. p. 193 supra. (Pl. I45, no. 77.)   Em CH. 25] STONE OBJECTS 497",I45-77,Sk,2,1929
78,102,82,G, XIV. Trays (nos. 62—97),"78. Sk. ’28—2,4oo; Block G'; sq. 102-82’; stratum IV. Similar, of micaceous schist, divided into nine compartments. Diam. 4- 5 in. In the central compartment is a lion, and in the four larger compartments around are pairs of lotus leaves; in the smaller ones are quatrefoil rosettes; network border on rim; lotus on back. Cf. p. 181 supra. (Pl. 145, no. 78.)",145-78,Sk,4,1928
79,67,115,E, XIV. Trays (nos. 62—97),"79. Sk. ’27—«13; Block E’; sq. 67-115’; stratum IV. Similar, with two lions fronting each other in central compartment. Length 6-37 in. Fragmentary. (Pl. 145, no. 79.)",145-79,Sk,4,1927
80,,,"T-A461, d", XIV. Trays (nos. 62—97),"80. Sk. ’13; Trench A461, d; stratum II. T oilet-tray of micaceous schist, divided into two compartments. Diam. 5-12 in. In upper compartment, winged grifﬁn; in lower one, palmette or rays. On rim, scale border incised. Both motif and style suggest Persian inﬂuence. Cf. p. 161, no. 5 supra; A.S.R. (1912), P1. XXIII, a and p. 28, no. 5. (Pl. 145, no. 80.)",145-80,Sk,2,1913
81,,,"T-A461, c", XIV. Trays (nos. 62—97),"81. Sk. ’12; Trench A461, c; stratum II. Similar, of micaceous steatite, with serpentine. Diam. 5-62 in. Circular depression in centre with four compartments around, each con- taining a winged grifﬁn seated. Style and period same as preceding example. (Pl. 145, no. 81.)",145-81,Sk,2,1912
82,12,99,1, XIV. Trays (nos. 62—97),"82. Sk. ’29—2,45 5; Block 1’; sq. 12-99’; stratum IV. Similar, of steatite, divided into two compartments. Diam. 3- 5 in. In upper compartment, a winged hippocamp with scaly body and ﬁsh-tail. In exergue, half-lotus rosette. Around rim, border of lotus petals with cable edging on side of partition. Saka period. The motif is Hellenistic, but the style partly Indianised. (Pl. 145, no. 82.)",145-82,Sk,4,1929
83,70,91,E, XIV. Trays (nos. 62—97),"83. Sk. ’22—801; Block E’; sq. 70-91’; stratum IV. Similar, of grey schist, with cable border on rim and reel—and-bead border on partition. Diam. 6 in. In upper compartment, winged sea—monster of makara type with garland(?) round neck. In exergue, acanthus lines. (Pl. 145, no. 83.)",145-83,Sk,4,1922
84,60,112,D, XIV. Trays (nos. 62—97),"84. Sk. ’29—1,I38; Block D’; sq. 60-112’; stratum IV. Similar, of whitish micaceous schist, divided into three compartments. Diam. 4-7 5 in. In upper compartment, winged monster on lotus background. Incised network border on rim; lotus on back. Cf. p. 190 supra. (P1. 145, no. 84.)",145-84,Sk,4,1929
85,51,87,C, XIV. Trays (nos. 62—97),"85. Sk. ’29M394; Block C'; sq. 51-87’; stratum III. Toilet-tray of grey-white micaceous _ schist. ﬁiam. 4.487 in. In upper compartment, winged monster with scaly body, ﬁsh-tail and (tennis pairs of horns, on limits background. In exergue, half-lotus rosette. Lotus—leaf border    3 ' reﬁne. rim _ (iii. 9. 193 signs-aw! :45, no. 85.) I 335.."" ' ‘ 334,336,31o6k3, sq. 76-65% stratum II. Similar, of micaceous schist, with three ‘ ’ sampartmsma ﬂier!) 3‘35 iii. In. t e upper compartment, a ﬁsh—tailed winged monster; in inns-er ones, quarter-Jams rosette. Network border on rim. Cf. p. 162, no. 6 supra. A.S.R. (1911a), F1. XXIII, b and p. 28, no. a. (P1. 145, no. 86.) ‘ 37. Sk. 324342; Block D; sq. 57-66’; stratum II. Similar, of dark grey mica-schist, divided into two compartments. Diam. 4-5 in. In upper compartment, winged ﬁsh-tailed sea-monster with hare-like head,‘on lotus background; in lower, lotus ground. Broken.",145-86,Sk,3,1929
88,92,95,F, XIV. Trays (nos. 62—97),"88. Sk. ’29—2,292; Block F’; sq. 92-95’; stratum II. Similar, of schist—stone, divided into three compartments. Diam. 4-75 in. In the upper compartment, a winged makara-like sea—monster. Lotus ground in all three compartments. Network border round rim. Beading on partition, and lotus on back. Cf. p. 182 supra. (Pl. 146, no. 88.)",146-88,Sk,2,1929
89,74,108,E, XIV. Trays (nos. 62—97),"89. Sk. ’27—1,649; Block E’; sq. 74-108’; stratum 11. Similar, of grey schist, divided into two equal compartments. Diam. 5-87 in. Winged ﬁsh—tailed hippocamp in upper, on lotus ground; half—lotus rosette in lower. Both the hippocamp and the lotus are treated in a ﬂorid style. Beaded border on rim. Cf. p. 166, n. I supra. (P1. 146, no. 89.)",146-89,Sk,2,1927
90,10,93,1, XIV. Trays (nos. 62—97),"90. Sk. ’22—384; Block 1’; sq. 10-93’; stratum II. Similar, of grey schist, with three compart- ments. Diam. 4-37 in. Winged monster with makara—like head, but no ﬁsh-tail, in upper compartment; network border on rim. Crude lotus on reverse. Cf. p. 196 supra.",,Sk,2,1922
91,,,T2, XIV. Trays (nos. 62—97),"91. Dh. ’15—613 ; T2; 2 ft. below surface. Similar, of grey schist, divided into four quadrants With circular depressions in centre. Diam. 4- 5 in. Two quadrants contain lotus leaves, the   z i 498 STONE OBJECTS [€11.25 third a winged sea-monster, and the fourth a ﬁgure with human body and ﬁsh-tail legs. On one of the legs is seated a small female ﬁgure. Chevron pattern on partitions and chevron and scale border on rim. Five—petalled rosette in central depression. Cf. A.S.R. (1915), P1. V, b and p. 8, no. 29. For the two ﬁsh-tail legs, see Dar. et Sag. s37). ‘Aloadae’ and R.U.C., ch. 39 infra, no. 94. (Pl. 146, no. 91.)",146-91,Dh,,1915
92,,,C, XIV. Trays (nos. 62—97),"92. Sk. ’24—316; Block C; sq.~5o-5I’; stratum II. Similar, of phyllitic slate. Diam. 4- 5 in. In centre, swastika with four arms dividing the tray into four compartments. Engrailed border on swastika and on rim. Cf. p. 149 supra; A.S.R. (1924), Pl. XII, 5. (Pl. 146, no. 92.)",146-92,Sk,2,1924
93,166,99,K, XIV. Trays (nos. 62—97),"93. Sk. ’15—«841; Block K’; sq. 166-99’; stratum II. Similar, of micaceous schist. Diam. 4-75 in. Divided by curved cross into four sunk compartments with ground of lotus petals. Hatched and network border on rim; foliate medallion with beaded border on cross. Cf. p. 180 supra; A.S.R. (1915), P1. VIII, g. (Pl. I46, no. 93.)",I46-93,Sk,2,1915
94,77,90,E, XIV. Trays (nos. 62—97),"94. Sk. ’27—501; Block E’; sq. 77-90’; stratum II. Similar, of mica—schist, with centre divided into nine compartments. Diam. 5-75 in. In the four corner triangles are quatrefoil rosettes. The other compartments are plain. On rim, double-cable border. Cf. p. 184 supra. (Pl. 146, no. 94.) Type 12. Miniature trays of rock-crystal. We may surmise that these were used for toilet cosmetics, but there is no proof of it. They have been found only in the Bhir Mound.",146-94,Sk,2,1927
95,26,12,, XIV. Trays (nos. 62—97),"95. Bm. ’19—1,082; sq. 26-12’; stratum II. Fragment of crystal tray with projecting rim, through which a ﬁne hole is pierced on one side. Length 1' 5 in. Of ﬁne workmanship; highly polished. The complete tray may have been in the form of a quadrant with three other trays making up the circle. (Pls. 141, h; 147, a.)",,Bm,2,1919
96,16,63,, XIV. Trays (nos. 62—97),"96. Bm. ’21—983; sq. 16'63’; stratum II. Similar to preceding, but smaller, and with two holes pierced through two edges. Length 112 in. (Pls. 141, i; 147, a.) Type c. Household tray of soft stone.",,Bm,2,1921
97,66,112,, XIV. Trays (nos. 62—97),"97. Sk. ’22—676; Seventh Street (west); sq. 66-112’; stratum II. Rectangular tray of horn— blende mica—schist with lug-handle on one side. Length 12-75 in. Broken. (Pl. 146, no. 97.) Numbers of vessels of this class have been found in Sirkap and later sites, and, , thanks to the fact that they were used not only for toilet purposes but as convenient receptacles for the sacred relics enshrined in stﬁpas, many of them are still in a perfect state of preservation. Usually they are made of grey or micaceous schist, but not infrequently of steatite; only one specimen is made of phyllite. Similar caskets, almost always of steatite, had been made in other parts of India—notably in Hindustan and Central India—fas far back, at least, as the Maurya period and pro- bably much earlier, but not a single specimen has been found in the Bhir Mound. The earliest—belonging to the early Saka period (ﬁrst century B.C.)—comes from the Dharmarajika. The shapes of these caskets are not many. The commonest are globular and slightly squat, like the modern lady’s puff—box, the division between body and lid being just above the middle; others are cylindrical and tall; others cylindrical and shallow, like the Greek pyxis; others again—and these are smaller in size—have a WWWWW ,www.mwwmmféxswwi-zwgwmnwwai‘         on, 25] STONE OBJECTS 499 spherical form with a small closely-ﬁtting lid; and there is one-«the earliest of all—- which is squarefand another which resembles a vase with wide-open mouth. Examples of these types are given below. For other examples, cf. Pls. 35, 36, 49 and 50. Type a. Globular and of slightly squat shape, the division between body and lid being just above the middle.",146-97,Sk,2,1922
98,63,96,D, XV. Toilet caskets (nos. 98—106),"98. Sk. ’28—1,3o7, a; Block D’; sq. 63-96’; stratum II. Casket of grey schist, with lotus and other patterns in low relief round body and lid. Height 3-12 in. The knob-handle on the top of the lid, which is now broken, was made in a separate piece and aﬂixed with cement. Cf. p. 190 supra.",,Sk,2,1928
99,158,51,K, XV. Toilet caskets (nos. 98—106),"99. Sk. ’14—387; Block K; sq. 158'51’; stratum II. Similar to preceding, of grey schist. Diam. 4 in. Below the rim of the body is a band of incised network. Cf. A.S.R. (1914), P1. XXVII, 8. Other examples of this type are Pl. 141,p (Sk. ’26—3,o67); Pl. 141, q (Sk. ’14— 160); Pl. 141, r (Sk. ’13—50). All these are of grey or micaceous schist. Sk. ’24—375 is of grey soapstone and Sk. ’15—459 of phyllite. Cf. p. 176 supra. (Pl. 146, no. 99,.) Type b. Tall, cylindrical shape. IOO. Sk. ’19—1,342; Block D'; sq. 58-110’; stratum II. Cylindrical casket of steatite (height 3°37 in.), with two cordon mouldings in relief and broader bands of incised network and lattice triangles. Lid missing. Other examples of this shape, both of micaceous schist, are Sk. ’22*923 and Sk. ’12—762; and to the same type apparently belong also two small caskets, one of agate the other of rock-crystal, of which pieces only were found in the j eweller’s store-j ar in Block D’I (Sk. ’19—933/22, length 1'87i11., agate; and Sk. ’19—933/15, height 187 in., rock- crystal). Cf. p. 190 supra; A.S.R. (1919—20), P1. X, 32 and p. 19. (Pl. 141, m.) Type 6. Shallow, cylindrical shape, resembling the Greek pyXis. Cf. ‘ Copper and Eronze’, ch. 28, Class XI. m1. Sk. newness and 1,136; Block D’; sqs. 62- 105’ and 61-106’; stratum II. Pyxis—shaped esskst of grey seizist (hoight a in), with lotus-leaf band at base of body and incised circles above. Eases {if seasoned {ingot} top of ﬁt}, calling to mind the ﬂuting on the silver and bronze gamete: nos gas, ’ raaxe’, $12.29, and nos. 272, 273, ‘Copper and Bronze’, ch. 28. {22%. p we sepsis {.13}: igneg} , j , ma. Ski *13%§38; Bloak F”; Sq.~32‘§5'; stratum II. Similar to preceding but of coarse steatite. with sidestanering upwards. Round body, two lines of incised lattice triangles with parsliei vertical lines beneath. Another example is ﬁgured in P1. 141, n (Sk. ’22—5 56). Cf. p. :66 .mpra. (P1. 141, a.) Type d. Small and spherical, with lid inset. All are of grey schist.","146-99,, 141-m, 141-a",Sk,2,1914
103,107,87,G, XV. Toilet caskets (nos. 98—106),"103. Sk. ’28—2,o41 ; Block G’; sq. 107-87’; stratum II. Small spherical casket of grey schist, adorned with six rosettes within concentric bands. Diam. 187 in. The lid, with one rosette, is missing. Cf. p. 181 supra. (Pl. 141, 3.) I04. Sk. ’30—«5 58; spoil earth. Similar to preceding, but with different patterns round rosettes. Diam. 2-25 in. (P1. 141, t.) 104, a—e. Other examples of this type of casket are Pl. 141, 7) (M1. ’23—137); P1. 141, w (Sk. ’24—970); Pl. 141, x (Sk. ’26—4,022); and of the lids only: P1. 141, y (Sk. ’16—702).   Type e. Square. 104, f. Sk. ’30—389; Block C’; sq. 50-90'; stratum VI. Square casket of grey steatite, with lattice pattern incised on outside. Size 2-375 in. sq. by 2 in. 1 Cf. vol. I, pp. 188—9. Also nos. 138—40, 148, and Class XXVIII, nos. 1—25 infra. _ goo STONE OBJECTS [CH. 25 Type f. Vase~skaped.","141-3, 141-t",Sk,2,1928
105,,,E, XV. Toilet caskets (nos. 98—106),"105. Sk. ’28--»~'1,o.5,a; Block E’; sq. 71‘90’; stratum ll. Vaseshaped casket of grey schist, with open mouth in lid. Height 475 in. incised horizontal bands round body. Cf. p. 184 supra.",,Sk,,1928
106,,,G, XV. Toilet caskets (nos. 98—106),"106. Here, too, should he mentioned the lid of a casket (Sit. ’aélwa, 530; Block G’; sq. I 15191 ’; stratum I) of grey schistwstone, which is decorated with the same motif as the toilet-trays nos. 63 and 64, via. a man lying on a couch with a winescup in his left hand, and two women in attendance, one with a wine~cup, the other fanning him. it is 51051911}. in diam, and in the exergue is a demilune hole in which the ﬁnger cauld he inserted. Cf. p. 181 supra; A.S.R. (1928), P1. xx, 12 and p. 59, no. :1. {EFL rats, an. we.) These ladies are in the shape of a shell, with the neck and head of an eagle forming a loop handle. They are of grey or yellow steatite and have been found only in the top stratum in Sirkap. -",,Bl,1,
107,,,G," XVI. Sizsfl»shapssi indies (nos. :07, 108)","107. Sk. ’26-2,214/8; Block G; sq. rogga’; stratum I. Shelishaped ladle of yellow steatite, with eagle-headed loop handle. Length 337 in. Cf. p. 169 supra. (Pl. 141, a.)",141-a,Sk,1,1926
108,,,," XVI. Sizsfl»shapssi indies (nos. :07, 108)","108. Sk. ’29—970; spoil earth. Similar to preceding, but of grey steatite. Length 3-37 in. Broken. (Pl. 141, aa.) Lamps do not appear to have been made of stene until the éaka~Parthian period, when schist and other soft stones came into use for the manufacture of many household utensils. No specimens of stone lamps have been found in the Bhir Mound or in the earlier cities of Sirkap; and none of those from the Dharma— rajika Stﬁpa can be assigned to an earlier date than the second century A.D. The commonest shape is a leaf— or heart—shaped vessel, sometimes provided with a handle projecting from the back, sometimes with pierced lugs for suspension. A few specimens are bowl—shaped or rectangular, with spouts for the wicks. The former, and perhaps the latter also, were copied from Hellenistic prototypes. Type a. Leaf— or heart-shaped lamps, with open reservoirs.",141-aa,Sk,,1929
109,45,46,C, XVII. Lamps (nos. 109%7),"109. Sk. ’24—882; Block C; sq. 45-46’; stratum IV. Leaf—shaped lamp of grey schist, with ’ three lug-ears, pierced for suspension. Length 4-12 in. (P1. 14.1, bb.) I 10. Sk. ’13—1,094; Block E; sq. 74-53’; stratum I. Similar to preceding, of micaceous schist, with lotus—leaf design on outside. Length 4-62 in. Cf. p. 162, no. 8 supra. (Pl. 141, cc.)","14.1-bb, 141-cc",Sk,4,1924
111,,,, XVII. Lamps (nos. 109%7),"111. Dh. ’12—1 12; D8; 8 ft. below surface. Similar (length 462 in.), with Kharoshthi inscription on outside: Taksha(s’)ilaami dhamarai‘(e Dhamadasabhikskun)o (esha)saputrasa danamukhe(o)=‘1n the Dharmarajika compound of Takshas’ila this is the gift of the friar Dharmadasa(?).’ Cf. pp. 249, 252 supra; A.S.R. (1912), P1. XIV, d; and for the inscription, 0.1.]. II, pp. 89—90. According to Prof. Konow, the characters are later than the silver-scroll inscription of the year 136=A.D. 78—9 (see above, ch. 10, p. 256), but earlier than Kanishka’s reign. The lamp may, therefore, be assigned to about the beginning of the second century A.D. (Pl. I46, no. 111.)",I46-111,Dh,,1912
