,X,Y,block,class,coord,description,plate,site,stratum,year
50,,,, V. Architectural fragments (nos. 24—9),,"50. In. ’16—32; north—east of main stﬁpa. Stucco head of the Buddha. Height 21-75 in. Back of head partly missing and ears damaged. Lime-wash. Traces of red paint on hair and ears. Slip not preserved. j’n. Mem. Pl. IV, [2 (Pl. 149, n.)",149-n,,,1916
51,,,, V. Architectural fragments (nos. 24—9),,"51. In. ’16—F 563. Height 6-12 in. This was once a head of exceptional beauty, showing great delicacy in the modelling of the lips and cheeks. Unfortunately, the ushnz'sha is missing and the nose and ear-lobes are damaged. There is a bull slip and traces of red paint on lips and eyes, and of black paint on the hair and eyebrows. (P1. 153, b.) The remaining Buddha heads from Jauliaﬁ, illustrated on P1. 158, are much inferior in style and execution to the preceding, but they are the work of various hands and represent several characteristic types of which there are many more examples at Taxila. Thus, no. 52 belongs to a class of heads which are distinguished by a rather small chin and largish mouth, with the underlip deﬁned by a simple curve at the lower edge, giving a slightly supercilious look to the face. In this type, too, both the upper and lower eyelids are bordered by simple instead of reﬂex curves, and, as a rule, the cheek—bones are wide and pronounced, though more so in other examples than in the one illustrated. No. 53 on the other hand, has a narrower face with higher forehead, more rounded cheeks and a small mouth, which imparts to it a rather insipid and soulless expression; and the same remarks 1 Cf. Foucher in juulidﬁ Mem. p. 28. 2 Cf. Grunwedel, Buddhist Art in India, p. 105. CH. 26] STUCCO SCULPTURES 527 apply also to no. 54, only that in this type the face is broader, the cheeks fuller and the eyelids heavier. In no. 5 5, again, we have a more unconventional cast of countenance, with dull, ﬂeshy features in which no spark of inspiration or beauty is visible.",153-b,Gr,,1916
52,,,, V. Architectural fragments (nos. 24—9),,"52. In. ’I6~119. West of main stﬁpa. Stucco head of the Buddha. Height 7-12 in. Buff slip. Traces of red and black paint. This head has been struck from the same mould as the two heads illustrated in my Memoir on the Stﬁpas and Monastery at jaulidﬁ, P1. XIX, d, e, but it is noteworthy that the hair in each case is differently treated, showing that it was modelled by hand; and there are other small differences as well, due to retouching. The cast of features distinctive of these heads has already been remarked on. (P1. I 58, a.)",I 58-a,,,
53,,,, V. Architectural fragments (nos. 24—9),,"53. In. ’16—168, a. Main stﬁpa—court. Stucco head of Buddha. Height 8-5 in. Right eye- brow and ﬁrm? damaged. Lime-wash. The eyebrows are highly arched; the eyelids more than half-closed and doubly ﬂexured but not oblique; the mouth small and lacking in character. The modelling of all these features and of the cheeks and nose, is reﬁned and delicate. On the other hand, the hair is treated in a very perfunctory manner and evidently relied upon colour to help out its deﬁnition. 3’11. Mem. p. 43, no. 14. (Pl. 158, b.) -",158-b,,,1916
54,,,, V. Architectural fragments (nos. 24—9),,"54. In. ’16—F 12. Main stﬁpa—court. Stucco head of the Buddha. Height 7 in. Ears slightly damaged. The hair in this example is treated more effectively than in the preceding, but is still somewhat crude. On the other hand, the deﬁnition of eyebrows, eyelids and mouth is not so delicate and there is little mobility in the modelling of the checks. in. Mem. Pl. XIX, g. (Pl. 158, d.)",158-d,,,1916
55,,,, V. Architectural fragments (nos. 24—9),,"55. In. ’16—192, 12. From between stﬁpas A11 and A12. Upper part of Buddha ﬁgure in the s’ikshd-mudrd ; with saﬁghdﬂ over both shoulders. Height 937 in. The features are full and ﬂeshy and devoid of all spirituality. The hair is disposed in ringlets, which are perfunctorily indicated by small, round depressions. The hands are well modelled and natural. Traces of red paint on hands, lips, ears, eyes, forehead and saﬁghdﬂ. The left ear is damaged. in. Mem. Pl. XIX, 11. (Pl. 158, c.)",158-c,,,1916
56,,,, V. Architectural fragments (nos. 24—9),,"56. In. ’16—10. Main stﬁpa—court. Stucco head of a Bodhisattva. Height 7 in. Right ear missing. Hair conﬁned within a ﬁllet and waved from forehead over the ears. Wears kundala in left ear. This is a particularly ﬁne head with classic but not over-conventionalised features, at once digniﬁed and reposeful. fn. Mem. Pl. XXI, s and p. 47, no. 71. (Pl. I 58, e.)",I 58-e,,,1916
57,,,, V. Architectural fragments (nos. 24—9),,"57. In. ’16—56. Between chapels CI and D 1. Upper part of Bodhisattva ﬁgure, with damaged halo and head-dress. Height 6-75 in. He wears an elaborate head—dress and numerous ornaments, including ear—rings, torque and necklace. The hair is bound by a taem'a with rosettes in front and to either side; above, ends of ribbon bow. A ﬁne decorative piece, recalling to mind some Roman imperial ﬁgure. Unfortunately, the surface of the stucco is very rough, and its appearance much impaired thereby. 3'71. Mem. Pl. XX, a and p. 44, no. 29. (Pl. 158, h.)",158-h,,,1916
58,,,, V. Architectural fragments (nos. 24—9),,"58. In. ’16—103, 1). West of stﬁpa D4. Upper portion of a female devotee, with face turned to her right. Height 6 in. Hair in corkscrew curls conﬁned by ﬁllet, with fan-tailed head-dress on top. Wears ear-rings and bracelets. Is offering ﬂowers from a fold in her shawl. Observe that the features are slightly lop—sided, owing to the face having been turned partly towards the wall—a defect seen in a great many of these ﬁgural reliefs from the sides of stﬁpas, e.g. nos. 60, 61, 66 infra. 7n. Mem. Pl. XX, d and p. 44, no. 32. (Pl. 158, g.)",158-g,,,1916
59,,,, V. Architectural fragments (nos. 24—9),,"59. In. ’16—545. Female ﬁgure, with head and legs missing. Height 737 in. Wears sleeved tunic and scarf, a necklace with pendant in front and bangles on her wrists. The tunic is fastened with a band above the waist, and falls over it much like the Greek kolpos. On scarf and tunic are traces of red paint. The ﬁgure is well and vigorously modelled and affords a good illustration of the dress of the period. in. Mem. Pl. XXII, a, and p. 47, no. 79. (P1. 158, k.) 67-2 Bodhisattvas Lay and other attendants Atlantes               Animals Miscellaneous     528 STUCCO SCULPTURES [011. 26",158-k,Gr,,1916
60,,,, V. Architectural fragments (nos. 24—9),,"60. In. ’16—-5. West of main stﬁpa. Upper half of a male attendant, with head turned to right. Height 7-25 in. Hair curled back over forehead and ears. Wears torque and cylindrical ear—ring. What appears to be a twisted scarf is thrown over the right shoulder. j’n. Mem. p. 48, no. 89. (Pl. 158, i.)",158-i,,,1916
61,,,, V. Architectural fragments (nos. 24—9),,"61. In. ’16—34. South of main stﬁpa. I ft. 6 in. below surface. Head of a devotee with elaborate head-dress and ushm'sha-like top-knot. Height 2- 5 in. Wears ear-rings. Red paint on lips, nose and eyelids, and black paint on eyebrows, eyeballs and hair. in. Mem. Pl. XX, h, and p. 44, no. 38. (P1. 158, l.)",158-l,,,1916
62,,,, V. Architectural fragments (nos. 24—9),,"62. In. ’I6—F2 5. Upper half of an atlant, holding club or sword in right hand and strap in left. Height 7-62 in. His hair is conﬁned within a bordered cap, and falls in wig—like masses over both ears. Note the large prominent eyes, strongly modelled brow, full, ﬂeshy cheeks and lips. in. Mem. Pl. XXII,j and p. 48, no. 90. (Pl. 158, n)",158-n,,,
63,,,, V. Architectural fragments (nos. 24—9),,"63. In. ’16—23. Between stﬁpa and chapel. Stucco head of a ﬁgure with a prominent brow and cheek—bones. Height 3-37 in. A medallion on taenia over forehead. Left side damaged. 3%. Mem. Pl. XXIII, g, p. 49, no. 95. Observe the exceptional vigour and freedom in the modelling of the features. (Pl. I 58, j.) 5",I 58-j,,,1916
64,,,, V. Architectural fragments (nos. 24—9),,"64. In. ’16—161, d. Between main stﬁpa and A13. Upper half of atlant. Height 2-87 in. With wide-Open eyes and thick moustache. Mace in right hand and straps in left, with which he is holding his burden. Cf. no. 26. 3‘11.Mem. Pl. XXII, c. (Pl. I58, 0.)",I58-0,,,1916
65,,,, V. Architectural fragments (nos. 24—9),,"65. In. ’16—114, b. From north of D3. Stucco head of atlant. Height 1-75 in. Hair con- ﬁnedwithin a cap turned back in front and looped on right side. Thin buff slip and traces of red paint on lips, eyebrows, eyelids, forehead and head-dress. The eyes are wide-open and prominent, the nose ﬂat, the chin very small. 311. Mem. Pl. XXIII, b, p. 49, no. 100. Like the faces of most of tlie atlantes, the face is meant to be a caricature. (Pl. I 58, f.)",I 58-f,,,1916
66,,,, V. Architectural fragments (nos. 24—9),,"66. In. ’16—1 59, b. Between main stﬁpa and A10. Head of atlant, turned slightly to proper left. Height 1-75 in. Shaggy hair in coarse locks, bulbous nose and misshapen mouth, with prominent teeth. in. Mem. Pl. XXIII, f, p. 49, no. 94. (Pl. 158, m.)",158-m,,,1916
67,,,, V. Architectural fragments (nos. 24—9),,"67. In. ’16—186, b. North of D4. Head of atlant. Height 1- 5 in. Elephant ear on left side, deep-sunk eyes, thick ﬂat nose, and half-open mouth. For the immense ear, cf. the head from Hadda in Afghanistan, illustrated in Hackin, L’(Euvre de la Délégation arche’ologique frangaise en Afghanistan (1922—32), ﬁg. 23. in. Mem. Pl. XXIII, e, p. 48, no. 93. (P1. 159, a.)",159-a,,,1916
68,,,, V. Architectural fragments (nos. 24—9),,"68. In. ’16—4, 6. West of main stﬁpa. Head of atlant. Height 1-87 in. Buff slip. Hair in ringlets, falling over forehead and ears; moustache and beard indicated by red paint. Red paint also on lips, nose, eyelids, eyebrows, and hair. Left side broken. 3%. Mem. Pl. XXIII, k, p. 49, no. 99. (P1. 159, d.)",159-d,,,1916
69,,,, V. Architectural fragments (nos. 24—9),,"69. In. ’I6—16o. Main stﬁpa—court. Half of a seated humped bull. Length 275 in. From top of Persepolitan capital. Horns missing. Traces of red paint on forehead. (Pl. 159, b.)",159-b,,,
70,,,, V. Architectural fragments (nos. 24—9),,"70. In. ’16—180. Head of elephant with uplifted trunk. Height 5-2 5 in. Right tusk and left ear damaged. Red paint on trunk, neck, eyelids and mouth, and black paint on eyes. Buff slip. From base of the second tier of small stﬁpa. (P1. I 59, c.)",I 59-c,,,1916
71,,,, V. Architectural fragments (nos. 24—9),,"71. In. ’17—1, at. East of stairway of main stﬁpa. This head (height 10-37 in.) has been reserved to the end because it has a place apart from all other heads on the site. The treatment of the hair in small ringlets suggests that it may have been meant for a Buddha, but the features conjure up some Roman portrait. Certainly there is little Indian about it. The exceptional breadth of the face and lowness of the forehead are noteworthy. The surface, unfortunately, is much damaged and the back of the head broken. in. Mem. Pl. XXIV, a, p. 44, no. 35. (Pl. 159, e.) CH. 26] STUCCO SCULPTURES 529 STUCCO FIGURES or THE DHARMARAJIKA STI’IPA Nos. 72—85. (Cf. ch. IO, pp. 249, 254, 257, 267, 269, 271.)",159-e,,,1917
72,,,, V. Architectural fragments (nos. 24—9),,"72. Dh. ’15—893. From inside chapel N17. Head of the Buddha belonging to a colossal standing ﬁgure. Height 1325 in. Conventional type, with hair taken back from forehead. Finely modulated mouth. Circular dimple in upper lip; highly arched eyebrows; eyelids half—closed. Umd originally painted on plaster, not in relief or inlaid. Cf. p. 269 and nos. 49, 5o supra; A.S.R. (1915), Pl. 111, g. (P1. 159,f.)","159,f",Dh,,1915
73,,,, V. Architectural fragments (nos. 24—9),,"73. Dh. ’.14—824 From B23. A ﬁne Buddha head of conventional type with hair waved sideways from central parting. Height II 25 in. Face proportionately broader and nose shorter than 1n preceding example. Uma originally painted on forehead. Illustrated in A. S. R. (1914—15), P1. IX, a.",,Dh,,
74,,,, V. Architectural fragments (nos. 24—9),,"74. Dh.’ 13 I ,536. From east of G3. Head of the Buddha. Height 8 1n. Ushm'sha missing. Uma mark in relief. Upper eyelids more open and mouth more ﬂeshy than 1n preceding examples. Base of nostrils emphasised by 1mpressed l1nes Cf. p. 257 (I)supm; A. S. R. (1912—13), P1. VI, b and p. 20, no. 1. (P1. I 59, g.)",I 59-g,Dh,,
75,,,, V. Architectural fragments (nos. 24—9),,"75. Dh. ’12—1,955. From stﬁpa J, west side. Stucco head of the Buddha with elongated face, highly developed forehead, oblique eyes and eyebrows. Height 837 in. Slightly smiling mouth, with full under—lip. Conventional curly hair indicated by small incised circlets. Ushm'sha and ears missing. Traces of red paint on lips. Buff slip. (Pl. I 59, j.)",I 59-j,Dh,,1912
76,,,, V. Architectural fragments (nos. 24—9),,"76. Dh. ’16—3 52. From north-west side of stﬁpa QI. Stucco head of Buddha, with eyes smaller than usual and eyebrows ﬂatter. Height 6-87 in. Ushm'sha missing; tip of nose and ‘ ear—lobes damaged. Lime-wash. No ﬂrzzd. (Pl. I 59, h.)",I 59-h,Dh,,1916
77,,,, V. Architectural fragments (nos. 24—9),,"77. Dh. ’ 12. From chapel B 12. Stucco head of Bodhisattva with face slightly more elongated than usual and well-rounded chin. Height 9 in. Eyes half-closed. Hair disposed in strands falling from the ushm‘sha and ending in curls suggestive of bronze technique; round the fore- head it is conﬁned in a circlet. Umd mark in relief. Cf. p. 249 supra; A.S.R. (1912), P1. V, 6. (Pl. 159, i.)",159-i,Dh,,
78,,,, V. Architectural fragments (nos. 24—9),,"78. Dh. ’16—918. From debris of stﬁpa UI. Stucco head with skull-cap. Height 6 in. Observe the ﬂeshiness and mobility of the features and the relative breadth of the nose, which is less conventionalised than in the Buddha and Bodhisattva heads. The pupils of the eyes are rather prominent. Left ear and rosette of cap are missing. (Pl. 160, a.)",160-a,Dh,,1916
79,,,, V. Architectural fragments (nos. 24—9),,"79. Dh. ’14—686. From chapel R3. Stucco head of a lay-ﬁgure, intended to be seen from the right side. Height 3-85 in. Hair and ears damaged. Lime-wash. Buff slip. Observe the well-arched eyebrows, open horizontal eye, somewhat short nose and long upper-lip, with a rather pronounced under-lip. The expression is a very homely and natural one. Cf. p. 254 supra; A.S.R. (1914—I5), Pl. VI, d and p. 6, no. 2. (Pl. 160, b.)",160-b,Dh,,1914
80,,,, V. Architectural fragments (nos. 24—9),,"80. Dh. ’I4—666. From debris west of main stﬁpa. Stucco head of a lay-ﬁgure, intended to be seen from proper right. Height 4‘2 5 in. Wears moustache. Eyes deep-set, and nose broad at base. Kerchief covering the head and knotted over right car, like skull-cap. Buff slip. Traces of red paint on kerchief. (Pl. 160, c.)",160-c,Dh,,
81,,,, V. Architectural fragments (nos. 24—9),,"81. Dh. ’I3—I,800. From P4. Stucco head wearing elaborate cap with jewelled rosette on right side. Height 637 in. Features somewhat conventional, suggesting a Bodhisattva or dew; eyes slightly oblique, modelling of checks delicate, chin small; lips full and pleasing. Buff slip. Traces of paint on cap, rosette and lips; nose damaged. Cf. p. 267 supra; A.S.R. (1912), P1. VI, (3. (Pl. 160, d.)",160-d,Dh,,
82,,,, V. Architectural fragments (nos. 24—9),,"82. Dh. ’I4—I74. From R2, debris. The ﬁgure wears a ditch"" and shawl and is seated in the lilﬁsrma attitude, holding in the left hand a bowl containing some uncertain object. Height 6-75 in. Round the neck are two necklaces. Right foot missing. It is evidently the ﬁgure of an Buddhas Bodhisattva Lay and other attendants Monks and ascetics Amorini Buddhas Bodhisattvas Lay-wor- shippers and attendants 53o STUCCO SCULPTURES [CH. 26 attendant from the right side of a Buddha or Bodhisattva image. Cf. p. 254 supra; A.S.R. (1914), P1. VI, 1). (Pl. 160, e.)",160-e,Dh,,
82,,,, V. Architectural fragments (nos. 24—9),,"82, a. Dh. ’15—1,490. From east gate of main stﬁpa; 2 ft. below surface. Torso and right leg of standing male ﬁgure. Height 7-25 in. Well modelled. Nude, except for scarf and collar. Cf. A.S.R. (1915—16), p. 8, no. 3. (Pl. 156, b.)",156-b,Dh,,1915
83,,,, V. Architectural fragments (nos. 24—9),,"83. Dh. ’13—189. From north-east of main stﬁpa. Stucco head of monk with bald head, shaggy eyebrows and wrinkles on cheeks and forehead. Height 5 in. Deep-set, wide-open eyes. Tip of nose and ears damaged. Observe the dreamy, distant look obtained by drawing down the under—lids of the eyes. Cf. A.S.R. (1912), Pl. VI, (1. (Pl. 160, f.)",160-f,Dh,,1913
84,,,, V. Architectural fragments (nos. 24—9),,"84. Dh. ’1 5—1,141. From north side of stﬁpa P8. Height 4-75 in. Stucco head of an ascetic with drawn features, deep-set eyes and haggard expression. Ear-lobes protracted. Right side of skull missing. Cf. p. 271 supra; A.S.R. (1915), P1. III,f. (Pl. 160, g.)",160-g,Dh,,
85,,,, V. Architectural fragments (nos. 24—9),,"85. Dh. ’14—5 52. From chapel P4. Stucco head of boy, shaven except for three tufts of hair over ears and centre of the forehead. Height 3- 5 in. Ear—pendant in left ear. Right ear missing. Probably a garland-bearing Amorino. Cf. p. 267 supra; A.S.R. (1914), P1. XII, I4. Closely resembling it are two other heads also from the same site, viz.: Dh. ’16—12 (height 35 in.) and Dh. ’16—295 (height 325 in.). (P1. 160, h.) STUCCO FIGURES OF KALAwAN Nos. 86—96. (Cf. ch. 14, pp. 324-5, 332.)",160-h,Dh,,1914
86,,,, V. Architectural fragments (nos. 24—9),,"86, a, b, c. Three heads of Buddha images struck from the same mould, but exhibiting slight differences in the ﬁnishing of the hair and other details. The facial type represented by these heads, with its rather short nose, full cheeks and chin, and pronouncedly curved lips, is characteristic of many of the stucco sculptures found at Kalawan, as well as of one or two from the Dharmarajika Stﬁpa, but not represented at other sites.",,Dh,,
86,,,, V. Architectural fragments (nos. 24—9),,"86, a=Kn. ’31—86. Found to the north of A4; 3 ft. 6 in. below surface. Height 5- 5 in. Nose and left eye and cheek damaged.",,Kn,,1931
86,,,, V. Architectural fragments (nos. 24—9),,"86, b=Kn. ’31—234. From east of A4; 5 ft. below surface. Height 6 in. Tip of nose and right ear—lobe damaged. (Pl. 160, i.)",160-i,Kn,,1931
86,,,, V. Architectural fragments (nos. 24—9),,"86, c: Kn. ’31—464. From south of A4; 4 ft. 6 in. below surface. Height 5-6 in. (P1. 161, a.)",161-a,Kn,,1931
87,,,, V. Architectural fragments (nos. 24—9),,"87. Kn. ’3 1—141. From south of A7; 3 ft. 6 in. below surface. Height 5 in. Head of Bodhi- sattva with ushm'sha and long hair taken back behind the ears. Wears large ear—pendants. Front of hair missing. For facial type, see above, no. 86, a, b, c. (Pl. 161, b.)",161-b,Kn,,
88,,,, V. Architectural fragments (nos. 24—9),,"88. Kn. ’31—431. From east of A12; 6 ft. 6 in. below surface. Head of Bodhisattva wearing ear-pendants and ﬁllet band over hair, with small peak above. The expression is gentle but weak. Height 5 in. (Pl. 161, c.)",161-c,Kn,,1931
89,,,, V. Architectural fragments (nos. 24—9),,"89. Kn. ’31—473. From west of A4; 8 ft. below surface. Statue of Bodhisattva wearing dhotz', shawl, necklace andrneckband. Head and legs below knees missing. Height 14in. In his left hand he holds an uncertain object, probably a ﬂask; if so, the Bodhisattva portrayed may be Maitreya. The modelling is reﬁned and effective, though the edges of the draperies tend to be slightly cumbersome. (Pl. 161, e.)",161-e,Kn,,1931
90,,,, V. Architectural fragments (nos. 24—9),,"90. Kn. ’3 1—136. From south of A6; 3 ft. below surface. Head of a lay—ﬁgure. Height 3- 5 in. The hair, which falls over the forehead, is ﬁnished with a fringe of curls or braided border. On the crown is a cap with band and frontlet attached—the latter in the form of a cylinder, intended probably to contain a relic. (Pl. 161, d.) 7",161-d,Kn,,
91,,,, V. Architectural fragments (nos. 24—9),,"91. Kn. ’31—287. From south-east of A14; 4ft. below surface. Head of ﬁgure with Persian(?) head-dress and lappet covering the ears. Height 425 in. Broken on left side. Observe the large eyes and mouth and the full cheeks and chin, typical of sculptures. at Kalawan. Cf. nos. 86, 87 supra. (Pl. 161, f.)  ",161-f,Kn,,1931
4,,,, V. Architectural fragments (nos. 24—9),,"4. ..;,. - CH. 26] STUCCO SCULPTURES 531",,,,
92,,,, V. Architectural fragments (nos. 24—9),,"92. Kn. ’31—442. From west of A 4; 4 ft. below surface. Height 5-3 in. Head of a lay- worshipper with ear-pendants and ﬁllet over the hair. Below ﬁllet, in front, is a crescent, and above it, a small peak. Tip of nose and right side of hair damaged. (Pl. 161, g.)",161-g,Kn,,1931
93,,,, V. Architectural fragments (nos. 24—9),,"93. Kn. ’31—507. From east of A12; 3 ft. below surface. Height 3-6 in. Head of ascetic(?) with hair coiled on crown of head, moustache and beard. The eyes are large and prominent and the lips full. Traces of a yellowish slip and of red paint are observable on the beard, moustache and cheek. There is a breadth and freedom in the modelling of this head which distinguishes a number of the Kalawan sculptures, notably nos. 86, 87, 91. (Pl. 161, i.)",161-i,Kn,,1931
94,,,, V. Architectural fragments (nos. 24—9),,"94. Kn. ’31—440. From west of A 4; 4—7 ft. below surface. Head of ascetic with long hair drawn back over ears, ushm‘sha—like topknot and ﬁllet over brows. Height 5-6 in. Wears pendants, moustache and beard. Tip of nose and front of ﬁllet damaged. If this is a Brahmanical ascetic, it is not clear why he should have a ﬁllet and ear-rings. Observe the same wide-open eyes and full lips as in the previous example. (Pl. 161, h.)",161-h,Kn,,1931
95,,,, V. Architectural fragments (nos. 24—9),,"95. Kn. ’31—446. From west of A 4; 4 ft. below surface. Head of grotesque atlant ﬁgure or of one of the warriors from Mara’s army. Height 3-25 in. Observe the protruding teeth and prominent eyeballs and rough matted hair, standing on end. Tuft of hair at each end of the lips. Traces of red paint on hair. Chin damaged. (Pl. 161, j.)",161-j,Kn,,1931
96,,,, V. Architectural fragments (nos. 24—9),,"96. Kn. ’31—300. From west of A4; 2 ft. below surface. Height 10 in. Part of body and legs of a warrior, wearing a dhoti and coat of mail. Probably a warrior from Mara’s army. (Pl. 161, k.) STUCCO FIGURES OF GIRI Nos. 97, 98. (Cf. ch. 15, p. 345.)",161-k,Kn,,1931
97,,,, V. Architectural fragments (nos. 24—9),,"97. Gr. ’27—329. From near the southern outer wall. 6 ft. 2 in. below surface. Head of the Buddha with chrome yellow slip over the face. Height 7-75 in. Traces of black paint on the brows and of red on lips. Left side of head damaged and ushm'sha missing. A very conventional type, of little distinction. (Pl. 161, l.)",161-l,Gr,,1927
98,,,, V. Architectural fragments (nos. 24—9),,"98. Gr. ’27—321. From main stﬁpa, panel 5; 4 ft. 4 in. below surface. Head of a Bodhisattva with ornamental head-dress bunched into a topknot on the crown. Height 9 in. Left ear and tip of nose damaged. (Pl. 161, n.) STUcco FIGURES or BHAMALA Nos. 99—102. (Cf. ch. 22, pp. 392, 396.)",161-n,Gr,,1927
99,,,, V. Architectural fragments (nos. 24—9),,"99. B1. ’29—340. Panel from the plinth on the south-east side of the main stﬁpa, 28 x 18 in. It depicts the Buddha’s mahdparinirvdna. Between two Corinthian pilasters the Buddha is lying at full-length on his right side. Behind him are four mourning ﬁgures, of whom the one near his feet seems to be a woman. Below, on the face of the plinth, are four other small ﬁgures, of which the one near the head is a Dhyani Buddha, and the one near the feet a devotee kneeling with folded hands. The two central ﬁgures appear to have swooned with grief at the sight of their dying Master. This is the only stucco panel from this part of India which depicts the Buddha’s death-scene. (P13. 118, b; 161, m; the latter showing the relief as set up in the museum.)",,Dh,,1929
100,,,, V. Architectural fragments (nos. 24—9),,"100. B1. ’29—56. From debris on the east steps. 3 ft. below surface. Head of a lay— worshipper(?) of exceptionally good workmanship. Height 5-5 in. But observe the inordinate height of the forehead and the relative smallness of the eyes, nose and mouth. The modelling is free and plastic, the technique being that of terra-cotta rather than stucco. This is very noticeable in the curls of the hair, which are made separately and stuck on, as they commonly are in terra-cotta heads. (Pl. 161, o.) Ascetics and monks Atlant Warrior Buddha Bodhisattva Dying Buddha Lay- worshippers (?) 532 STUCCO SCULPTURES [CH. 26",161-o,,,1929
101,,,, V. Architectural fragments (nos. 24—9),,"101. B1. ’29—5 5. From debris on the east steps. 3 ft. below surface. Height 6-37 in. Head of a lay-worshipper(?) with conical cap or helmet over long hair. The sparse moustache and oblique eyes suggest a Mongolian type. The nose is damaged and left ear missing. There is a hole in the neck intended for a wooden dowel for securing the head to the body. (Pl. 161, p.)",161-p,,,1929
102,,,, V. Architectural fragments (nos. 24—9),,"102. B1. ’29—193. From north of the east steps; 12 ft. below surface. Head of a lay- worshipper. Height 5-62 in. Wears moustache and ﬁllet band across the forehead. Right ear and part of hair missing. There is a dowel-hole in the neck for securing the head to the body. The eyes are wide—open and prominent; the eyebrows highly arched and well marked, the nose small and bulbous, the cheeks full and the under-lip loose. Possibly it is a portrait head. (Pl. 161, q.)",161-q,,,1929
