,X,Y,block,class,coord,description,plate,site,stratum,year
61,,,," VI. Stone ﬁnger-rings (nos. 60, 61)",,"61. Finger-ring of onyx with plain elliptical bezel. Diam. 1-12 in. Partially damaged. Dh. ’15—1,375; mon. court A; 10 ft. below surface. Cf. pp. 278, 294 supra. (Pl. 209, f.) The earliest of the shell ﬁnger-rings is no. 66, which dates from the third or early second century B.C., and is provided with an oval bezel. The other specimens are probably of the early medieval period.",209-f,Dh,,1915
62,,,, VII. Shell ﬁnger-rings (nos. 62—6),,"62. Finger-ring of mother-of-pearl shell in form of makara. Diam. 1 in. P1. ’21—148; north of monastery; debris. Cf. p. 367 supra. (Pl. 209, b.)",209-b,,,1921
63,,,, VII. Shell ﬁnger-rings (nos. 62—6),,"63. Finger-ring of white shell with ﬂoral design on one face. Diam. 1-12 in. 88. ’15—41; Pindora; 5 ft. below surface. Cf. p. 220 supra. (Pl. 209, c.)",209-c,,,1915
64,,,, VII. Shell ﬁnger-rings (nos. 62—6),,"64. Similar, with gadrooned surface. Diam. 0087 in. Dh. ’17—1,050; spoil earth. Cf. p. 294 supra. (Pl. 209, d.)",209-d,Dh,,1917
65,,,, VII. Shell ﬁnger-rings (nos. 62—6),,"65. Similar to preceding. Diam. 0-81 in. Dh. ’16—343; mon. court A; 3 ft. below surface. Cf. pp. 278, 294 supra. (Pl. 209, e.)",209-e,Dh,,1916
66,11,59,, VII. Shell ﬁnger-rings (nos. 62—6),"11,59","66. Fragment of shell ﬁnger—ring with plain elliptical bezel. Diam. 0-81 in. Bm. ’24—64; sq. 11-59’; stratum II. Cf. p. 109 supra. 650 FINGER-RINGS AND GEMS [CH. 31 Nos. 67 and 68 are 'of the ﬁrst century A.D.; no. 69 of uncertain date, probably early medieval. - ’",,Bm,2,1924
67,163,52,K, VIII. Glass ﬁnger-rings (nos. 67—9),"163,52",67. Fragment of glass ﬁnger-ring with ﬂat almond-shaped bezel. Diam. 0-81 in. The glass is colourless and transparent. Sk. ’14—193; Block K (palace); sq. 163-52’; stratum II. Cf. p. 177 supra.,,Sk,2,1914
68,68,76,E, VIII. Glass ﬁnger-rings (nos. 67—9),"68,76",68. Similar but of yellow glass. Diam. 0-75 in. Sk. ’16—161; Block E’; sq. 68-76’; stratum III. Cf. p. 185 supra.,,Sk,3,1916
69,,,, VIII. Glass ﬁnger-rings (nos. 67—9),,"69. Fragment of ﬁnger-ring of dark blue and green opaque glass. Diam. 0-75 in. Dh. ’16— 254; mon. court A; 3 ft. below surface. Cf. pp. 278, 294 supra. ﬁnger-rings (nos. 70—5) Like the rings themselves which have stones or pastes inset in their bezels, these have been found only on the Sirkap and later sites. Fourteen date from the ﬁrst century A.D. (Parthian); the remaining one from the ﬁfth century.",,Dh,,1916
70,73,97,E, IX. Engraved gems of stone and paste intended for,"73,97","70. Oval intaglio of malachite with ﬁgure of a winged Nike armed with spear and holding wreath and ﬁllet in outstretched hand, as on contemporary Indo—Parthian coins. Longer axis 075 in. Sk. ’22—566; Block E’; sq. 73-97’; stratum II. Cf. p. 185 supra. (Pl. 208, no. 53.)",208-53,Sk,2,1922
71,77,65,E, IX. Engraved gems of stone and paste intended for,"77,65","71, a—z'. Nine oval intaglios of jacinth cut en cabochon and hollowed at back. They are engraved with various full-length ﬁgures and busts. The best in point of execution is a ﬁgure of Athens (10, f) with helmet, spear and shield, and a snake to left. Another draped and helmeted ﬁgure (10, a) may also be the same goddess, but what looks like a shield may be the badly drawn wing of a Nike. On h and 1' is portrayed a draped goddess with cornucopia, the one on the former being helmeted. This may perhaps be the same goddess that is ﬁgured in nos. I and 2 of the ‘Stone Sculptures’, ch. 36. On b and g are ﬁgures of the winged Nike, the former with the palm of victory between her legs instead of in her hand. The three remaining intaglios are very roughly executed busts. Their head-dresses, however, are interesting. Fig. d wears a plumed helmet with a curious projection above the rim in front; the other two (c and e) wear turbans with the same projection in front. All the intaglios, except a and f, are of such rough workman- ship that on grounds of style they might Well be attributed to the third or fourth century A.D. That they date, however, from the ﬁrst century is proved by the association in which they were found. Sk. ’13—194; Block E; sq. 77-65’; strata I—II (injar). Cf. p. 160, no. 4. supra; A.S.R. (I912), p. 28. From same hoard as nos. 72 and 73 infra. (Pl. 207, no. 10, a—z'.)",207-10-a—z',Sk,,1913
72,,,, IX. Engraved gems of stone and paste intended for,,"72. Oval carnelian with ﬂat face engraved with bust intaglio. From the same jar as the preceding. Cf. p. 160, no. 5.",,,,
73,,,, IX. Engraved gems of stone and paste intended for,,"73, a, b. Two oval intaglios of glass, the former (a) with ﬂat face, banded in green, white and blue; the latter (1)) of dull brown glass fashioned en cabochon. In both specimens the engraving is very worn and blurred. From same hoard as the preceding. Cf. p. 160, no. 6 supra.",,,,
74,,,, IX. Engraved gems of stone and paste intended for,,"74. Oval intaglio of carnelian with ﬁgure of Nike holding wreath and ﬁllet in right hand, cornucopia in left. Face ﬂat; back convex. Longer axis 0- 5 in. Ss. ’15—95; Pindora; 3 ft. 6 in. below surface. Cf. p. 220 supra. (Pl. 207, no. 9.) 75. Oval intaglio of chert, engraved with legend Sn"" Kules'varadasa in Brahmi characters of the ﬁfth century A.D. Longer axis 0-75 in. In. ’I7—F586; cell 3; 8 ft. below surface. Cf. p. 385 supra. (P1. 207, no. 15.) .. 5. ._-.(_._. m.“","207-9, 207-15",,,1915
