,X,Y,block,class,coord,description,plate,site,stratum,year
46,,,A, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),,"46. Sk. ’20—51 1; Block A’; sq. 2 584’; stratum III. Female head of red terra-cotta. Height 2-37 in. Wears wreath and head band, with rosettes above ears and high coiffure behind. Small air-vent on top of head. The style is strikingly Hellenistic, like that of many terra-cotta heads from the mound of Akra near Bannu. Cf. p. 195 supra. (Pl. 133, no. 46.)",133-46,Sk,3,1920
4,90,50,F, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),"90,50","4.7. Sk. ’26—2,689; Block F; sq. 90'50’; stratum III. Head of female ﬁgurine of buff-coloured terra—cotta. Height 237 in. Wears openwork net, perhaps of gold or silver, over front of hair and high bandeau behind, with rosettes above the ears. Good Hellenistic style. Cf. p. 166 supra. (Pl. 133, no. 47.)",133-47,Sk,3,1926
48,107,78,G, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),"107,78","48. Sk. ’28—I,977; Block G’; sq. 107-78’; stratum II. Head of female ﬁgurine of terra-cotta wearing prominent ear cones and ﬁllet band over curly hair. Height I - 37 in. In good Hellenistic style. The cones at the sides of the head call to mind the face-cones of prehistoric ﬁgurines of the Indus period. Cf. M.I.C. vol. III, Pl. XCV, 26, 27. (Pl. 133, no. 48.)",133-48,Sk,2,1928
49,27,92,A, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),"27,92","49. Sk. ’29—2,978; Block A’; sq. 27-92’; stratum V. Head of female ﬁgurine of red terra- cotta, wearing simple ﬁllet (taem'a) over her curly hair. Height 1- 12 in. Seen in proﬁle, the face has a very pleasing smile. Cf. p. 127 supra. (Pl. 133, nos. 49 and 49, a.)",133-nos. 49 and 49-a,Sk,5,1929
50,,,, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),,"50. Dh. ’15—388; mon. court A; 5 ft. below surface. Head of male ﬁgurine with conical cap. Height I in. Dark red slip. Probably of Parthian date, but Hellenistic in its featuring. Cf. A.S.R. (1915), p. 10 and p. 278 supra. (Pl. 133, no. 50.) The two following are Partho-Greek in style.",133-50,Dh,,1915
51,85,63,F, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),"85,63","51. Sk. ’13-—142; Block F; sq. 85-63’; stratum II. Head of male ﬁgurine with conical cap. Height 175 in. Of same date as the stucco heads from the apsidal temple D, which, like this head, are of the Parthian period. Cf. ‘Stucco Objects’, ch. 26, nos. 1—22 and p. 166 supra. (Pl. 134, no. 51.)",134-51,Sk,2,1913
52,28,93,B, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),"28,93","52. Sk. ’29—2,693; Block B’; sq. 28'93’; stratum V. Head of male ﬁgurine. Height 2-12 in. Wears moustache and wreath, with the hair falling on each side over ears. Cf. p. 127 supra and the small relief of a head in shell of Parthian date, Pl. 208, no. 51 = ‘ Shell Objects’, ch. 33, no. 42. (Pl. 134 no. 52.)",134 52,Sk,5,1929
53,,,C, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),,"53. Sk. ’29—2,813; Block C’; sq. 5288’; stratum IV. Head and shoulders of a gorilla-like ﬁgure belonging to the Simidae family—probably an orang-utan but the identiﬁcation is not certain enough to admit of inferences being drawn from it. The ﬁgure, which is in the round, has a wide-open mouth and wrinkled forehead. It is a very ﬁne bit of modelling, probably of the second century B.C.——too ﬁne to have been an ordinary toy. Traces of white paint on face, neck and shoulders. Cf. p. 127 supra; A.S.R. (1929—30), p. 91, no. 111 and P1. XIV, 1. (Pl. 134, no. 53.) Greek and Partho-Greek ﬁgurines Miscellaneous ﬁgures and other objects Children’s toys Chariots 452 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 CLAS s XIV. Miscellaneous (nos. 54—7)",134-53,Sk,4,1929
54,114,81,G, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),"114,81","54. Sk. ’28—2,054; Block G’; sq. I 14-81’; stratum II. Head and bust of androgynous ﬁgure in round. Height 4' 5 in. The breasts are prominent, like those of a woman, but the head is bearded and there are traces of a moustache painted in a black pigment. The nose is damaged; the upper part of the head, left eye and ear are missing. Of coarse clay with red slip. Work- manship crude. Cf. p. 181 supra. (Pl. 134, no. 54.)",134-54,Sk,2,1928
55,,,, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),,"55. Bm. ’20; G95; stratum II. Terra-cotta idol in archaic form, three—quarter length, with square tenon below. Height 387 in. Wears pleated tunic with two ﬂounces held in by a belt at the waist. Ornamental border round edges of tunic and on belt. Head and left arm missing. No wash or slip. (Pl. 134, no. 5 5.)",134-5 5,Bm,2,1920
56,,,, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),,"56. Bm. ’13—51. Rectangular dyiigapata plaque of red terra~cotta, with depression in the middle surrounded by a double border. Size 4-37 x 4-12 in. In the outer border, at bottom, a tiger pursuing an antelope, with a pig(?) behind. In right~hand bottom corner, a pair of ﬁshes; in left, a standing elephant. Above them on either side, a standing draped female ﬁgure carrying uncertain object, perhaps a ‘shield' device on head. At top, ﬂoral pattern. In the inner border, four female musicians at the four corners and a dancing girl on either side; on top, a bhadra-ghata with lotus; below, shell and foliate design. Probably dates from beginning of Christian era. How it came to be buried 30 or 40 ft. deep in the Bhir Mound can only be surmised. Possibly it was thrown down a soak-well. (Pl. 134., no. 56.)",134.-56,Bm,,1913
57,48,116,, XIII. Greek and quasi-Greek ﬁgurines (nos. 45—53),"48,116","57. Bm. ’30—262; sq. 48-116’; stratum II. Fragment of red terra-cotta plaque with upper half of a female dancer in relief. Length 175 in. She wears a beaded head-dress with rosettes in front, circular ear—pendants, necklace and bangles. Of unusually ﬁne workmanship. Second century B.C. (Pl. 134, no. 57.) Such children’s toys as have survived at TaXila are mainly of terra-cotta—that being the commonest and least destructible of the materials used for them. These toys comprise: (a) toy carts drawn by a variety of animals—horses, bulls, rams and birds; ([7) animals running on wheels; (c) animals without carts or wheels; (d) rattles. Of these there are only two specimens from the Bhir Mound and one from Sirkap (nos. 58—60).",134-57,Bm,2,1930
58,38,9,, XV. Toy carts (mricchakatika) (nos. 58—60),"38,9","58. Bm. ’21—596; sq. 38-9’; stratum II. Terra-cotta chariot with a transverse hole for axle underneath the body and another hole for the pole in front. Length 3-5 in. Of red terra—cotta. The form of this light chariot will be clear from the illustration. Cf. ‘Copper and Bronze’, ch. 28, nos. 390—2 (Pl. 185, 1'). The chariot with sloping sides is western, not Indian (P1. 134, no. 58). ,","185-1', 134-58",Bm,2,1921
59,32,35,, XV. Toy carts (mricchakatika) (nos. 58—60),"32,35",59. Bm. ’24.~538; sq. 32'35’; stratum II. Similar to no. 58. Length 375 in.,,Bm,2,1924
60,114,79,G, XV. Toy carts (mricchakatika) (nos. 58—60),"114,79","60. No toy chariots of the above type have been found in Sirkap. The nearest approach to them from that site is the light vehicle—a sort of dog-cart, illustrated in P1. 134., no. 60 (Sk. ’28—I,913; Block G’; sq. 114-79’; stratum II). It is furnished with two holes in front for the shafts and two grooved projections underneath, for the wheel-axle. Length 2 in. Two wheels from the same site (Sk. 458 and 1,347) have been ﬁtted to it. Cf. pp. ISI, 209 supra. (Pl. 134, no. 60.) It is noteworthy that the Wheels of these toy chariots from the Bhir Mound show heavy and clearly deﬁned hubs and fellies. The wheels from Sirkap show hubs but not raised fellies. CH. 24] TERRA-GOTTA AND CLAY OBJECTS 453 This kind of toy, which like the cart, was essentially Indian, was common on the Bhir Mound but rare in Sirkap. The specimens from the former site include horses, humped bulls, a ram and birds (nos. 61—71).",134-60,Sk,2,1928
61,34,39,, XVI. Toy animals running on wheels (nos. 61—71),"34,39","61. Bm. ’2o*1,619; sq. 34-39'; stratum II. Horse on wheels of red terra-cotta. Length 6 in. Neck-band with three pendants. The head-stall comprises cheek-straps, front, face-piece and nose-band; the plume is broken. The bridle is decorated with straps, bosses, etc. Two trans- verse holes through fore— and hind-legs for the axle-trees of wheels. Head and hindquarters damaged. Rosette on each side of neck.",,Bm,2,
62,27,49,, XVI. Toy animals running on wheels (nos. 61—71),"27,49","62. Bm. ’30—963; sq. 27-49’; stratum II. Similar to preceding, with remains of plume on top of head and tassel behind each ear. Length 4-25 in. Body decorated with stamped square devices and small circlets. The four wheels ﬁtted to it were found on the same site (nos. Bm. ’29—102; Bm. ’30—776, 160 and 278). The two fore- and two hind-legs were made in one piece for the sake of stability. (Pl. I 34., no. 62.) The one and only horse on wheels from Sirkap resembles the earlier specimens from the Bhir Mound in that the fore- and hind-legs are made in one piece and pierced with transverse holes for the axle—trees, but it differs from them in being more truthfully modelled, though less ornamental. It has a neck—band of two incised parallel lines with a row of dots between, and a head-stall consisting of cheek-straps, front and face piece; but it has none of the stamped squares, triangles or circles which characterise many of the horses and elephants from the Bhir Mound, nor the tassels and other decorative features which in the earlier period were so dear to the heart of the Indian craftsman.",I 34.-62,Bm,2,1930
63,89,55,F, XVI. Toy animals running on wheels (nos. 61—71),"89,55","63. Sk. ’I3—57; Block F; sq. 89-55’; stratum III. Horse of toy cart, with incised neck- band. Height 5 ' 5 in. Two transverse holes through legs for axles, and hole through mouth for string. Better modelled than the earlier horses from the Bhir Mound, but less decorative. Cf. p. 166 supra.",,Sk,3,
64,,,, XVI. Toy animals running on wheels (nos. 61—71),,"64. Bm. ’19—! 87; sq. 1414’; stratum II. Red terra-cotta bull, provided with two transverse holes for axles, and another hole through nose for string. Height 35 in. Fitted with four wheels found on the same site (Bm. 156, 770, etc.). A tolerably well-modelled animal, without stamped devices or ornaments. Cf. A.S.‘R. (1919), P1. XI, 15. (Pl. 134, no. 64.)",134-64,Bm,2,1919
65,,,, XVI. Toy animals running on wheels (nos. 61—71),,"65. Bm. ’15—304; stratum II. Similar to preceding and of same date, with bands in front of horns meeting on forehead. Length 4:62 in. (P1. I 34, no. 65.)",I 34-65,Bm,2,1915
66,,,, XVI. Toy animals running on wheels (nos. 61—71),,"66. Bm. ’15-306; stratum II. Similar to preceding, but without head-bands, and of rougher workmanship. Length 3-75 in.",,Bm,2,1915
67,,,, XVI. Toy animals running on wheels (nos. 61—71),,"67. Bm. ’15—307; stratum II. Terra-cotta ram with two transverse holes through front and hind-legs for axles. Length 412 in. Head damaged. (Pl. I 34, no. 67.)",I 34-67,Bm,2,1915
68,110,86,, XVI. Toy animals running on wheels (nos. 61—71),"110,86","68. Bm. ’21—642; sq. 110-86’; stratum II. Terra-cotta bird, probably duck, with two transverse holes, one through the beak for a string, the other through the body for the axles. Length 3- 5 in. Of red terra-cotta mixed with lime. (Pl. 134, no. 68.)",134-68,Bm,2,1921
69,31,31,B, XVI. Toy animals running on wheels (nos. 61—71),"31,31","69. Bm. ’24—622; sq. 3I~3I’; stratum II. Similar to preceding. Length 4-87 in. (P1. 134, no. 69.) The toy birds described above come from the Maurya stratum in the Bhir Mound. They have rounded bodies, small tails and small, duck-like heads. The examples which follow, from Sirkap, have ﬂat bodies and triangular heads. MT 58 Horses Bulls Birds 454 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 . 1 7o. Sk. ’29—I,965; Block B’; sq. 3 5-88’; stratum V. Toy bird of red terra-cotta, with ﬂat body and broad tail. Length 3-62 in. A transverse hole through the breast for the axle of the wheels, and another through the eyes for a string. Reddish buff clay. Triangular-shaped head. (Pl. 134, no. 70.)","134-69, 134-70",Bm,2,1924
71,13,92,1, XVI. Toy animals running on wheels (nos. 61—71),"13,92","71. Sk.’ 29— 3,165; Block 1’ ; sq. 13- 92’; stratum VI. Similar to preceding. Length 3 75 in. Body decorated with incised lines. (P1.134, no. 71. ) These comprise elephants, horses, humped bulls, a camel, dog(?), rams, wild goats(?), birds and monkeys. Elephants Terra-cotta elephants are found in both the Bhir Mound and Sirkap. Some have riders, some not. Some are quite plain, others are provided with trappings, and others, again, are adorned with stamped designs. As a rule, the earlier specimens from the Bhir Mound are more ornamental than the later from Sirkap. No. 72, however, from the Bhir Mound is quite plain, and no. 73 from the same site has only a girth and neck ropes to relieve its plainness, but most of the Bhir Mound specimens are embellished with a variety of small patterned squares or triangles or circles or lozenges stamped on the surface of the head and trunk. One elephant only of this class comes from Sirkap, viz. no. 75, and in this case there is only one stamped device instead of several, and the workmanship has become noticeably cruder. Some effort towards decoration has been made in the case of the Sirkap elephant no. 76, but the ornament consists only of a row of incised circles to indicate the girth, and a group of similar circlets on the head to indicate perhaps the head—cloth. The few examples of these elephants which carry riders come exclusively from the Bhir Mound, and are easily recognisable from the peculiar way in which the legs and seats of the riders are ﬂattened against the body of the elephants. Evi- dently the toy-makers from TaXila had much greater diﬂiculty in giving the riders a natural seat on the backs of these great beasts than the sculptors of Siﬁchi had. Possibly they were not so much at home with the elephant as were their fellow craftsmen of Central India and Hindustan. It is evident, too, that in the pre—Greek period represented on the Bhir Mound these toy elephants were much greater favourites than later on, when the Maurya rule had been replaced by the Yavana. As regards technique, most of the elephants are solid throughout, but a few of the largest ones from the Bhir Mound (e.g. nos. 78 and 79), like some of the largest horses, have hollow bodies and legs. This is for the sake of lightness. Such speci— mens are not very well modelled nor are they embellished with stamped designs. With few exceptions, the clay is red and well-burnt but without any slip, though in one or two of the better examples a wash has been applied to the surface. Only rarely is the clay grey-black, e.g. in no. 76 and in the miniature elephants nos. 80 and 81. The tusks are of one piece with the rest of the beast, not inserted, as they sometimes are in other parts of India, into sockets. The eye is generally diamond—shaped and stamped, but sometimes lozenge-shaped. CH. 24] TERRA-GOTTA AND CLAY OBJECTS 455",P1.134-71.,Sk,6,
72,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"72. Bm. ’13—177; stratum II. Toy elephant of solid red terra-cotta, without trappings or decoration. Length 575 in. Trunk and ears damaged. (Pl. I 34, no. 72.)",I 34-72,Bm,2,1913
73,40,126,, XVII. Toy animals without carts or wheels (nos. 72—107),"40,126","73. Bm. ’2I—I,618; sq. 40-126’; stratum II. Similar to preceding but of buff—red terra— cotta, with girth and neck-ropes. Height 4-2 5 in. An extra length of rope is attached to the girth to enable the riders to mount from behind. Trunk and right hind-leg damaged.",,Bm,2,
74,53,119,, XVII. Toy animals without carts or wheels (nos. 72—107),"53,119","74. Bm. ’30—20 5; sq. 53- I 19’; stratum II. Similar to preceding, with stamped decoration on forehead and trunk. Height 4-6 in. Red terra-cotta.",,Bm,2,1930
75,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"75. Sk. ’12; Trench A 289; stratum II. Similar to‘ preceding, with stamped decoration on trunk and garland over forehead. Height 3-75 in. (P1. 134, no. 75.)",134-75,Sk,2,1912
76,26,13,F, XVII. Toy animals without carts or wheels (nos. 72—107),"26,13","76. Sk. ’12—60; Block F; sq. 84.- 5 5’; stratum III. Toy elephant of grey terra-cotta with stamped decoration on forehead and trunk. Height 2-82 in. Girth and head—cloth indicated by incised circlets. Trunk and legs missing. Cf. p. 166 supra. 77. Bm. ’19—1,955; sq. 26-13’; stratum III. Hind-part of elephant of ﬁne terra-cotta with ornamental body-cloth and four riders. Height 5-25 in. (P1. 134., no. 77.) As stated above, the largest specimens of toy elephants are made, for the sake of lightness, with hollow bodies and legs. Specimens of this class are only two in number, both from Bhir Mound.",134.-77,Sk,3,1912
78,50,118,, XVII. Toy animals without carts or wheels (nos. 72—107),"50,118","78. Bm. ’30—237; sq. 50-118'; stratum II. Toy elephant of coarse red terra-cotta with hollow body, legs and trunk. Length 812 in. Round the body is a girth—rope with one end left free to help the riders in mounting. (Pl. 134, no. 78.) ’ 79. Bm. ’21—I,605; sq. 41-123'; stratum II. Similar to preceding but more damaged. Length 737 in. To a class by themselves belong a number of miniature toy elephants, of very crude workmanship, found both in the Bhir Mound and in Sirkap.",134-78,Bm,2,1930
80,15,65,F, XVII. Toy animals without carts or wheels (nos. 72—107),"15,65","80. Bm. ’24—504; sq. I 5-65’; stratum III. Miniature toy elephant of grey clay. Very crude workmanship. Length :62 in. 81. Sk. ’13~83; Block F; sq. 89-55'; stratum III. Miniature toy elephant of grey Clay. Right front leg and left hind-leg missing. Height 3-12 in. Crude workmanship. (if. p. 166 supra. Like the largest elephants, only the largest horses have hollow bodies and legs, and these are very rare. The clay is usually red and well burnt, sometimes with a grey core, sometimes red throughout. The saddle-horse no. 83 is of buff- coloured clay with traces of a thin red paint. The horses on wheels come from the Bhir Mound only. Besides these there are horses with harness, some with saddles, some without; and one very small specimen with a rider. Of the saddled horses illustrated in P1. 13 5, one specimen (no. 83) comes from the Bhir Mound and one from the Sirkap (no. 87). In the former, the saddle, which rose high in front and rear, was kept in position by a girth-band passed over the top, with a breast—band in front and a crupper behind. The latter is a- crudely fashioned little toy, and all that can be made out of it is that the saddle was four- peaked, with two peaks in front and two behind, and that it was held with a crupper behind. Cf. also no. 86, a rather better specimen of the four-peaked saddle. As a rule, the toy horses from the Bhir Mound are, like the elephants, more ornamental but less truthfully modelled than those from Sirkap; but whereas the 58-2 Horses 456 TERRA-GOTTA AND CLAY OBJECTS [CH. 24 elephant was the more favourite toy in the Maurya period at Taxila, the horse was more fashionable under the Greeks, Sakas and Parthians. In the Bhir Mound examples, the head—stalls are composed, like the Indian head—stalls of this period in Hindustan and Central India, of vertical cheek-straps and face—strap with horizontal front- and nose—bands, and sometimes an extra strap between the front- and nose—bands. Thus, in these early examples, the straps making up the head—stall were either vertical or horizontal. In the later examples from Sirkap, on the other hand (e.g. nos. 88 and 89), there are usually cross-straps running obliquely from the middle of the face—strap to the ends of the bit. At the junction of the straps in both earlier and later types there is commonly a boss, medallion or rosette. For head—stalls at Siﬁchi, see Maisey, Sdﬁchi and its Remains, Pl. XV, ﬁgs. 14. and 15. In the true Indian harness, plumes were almost invariable, both for riding and driving horses. Even in the toys, plumes are very commonly shown, not only in the earlier specimens from the Bhir Mound but in the later ones from the Greek, Saka and Parthian settlements in Sirkap. Observe that in no. 82—a large hollow toy—there is a ﬂy-whisk of loose leather straps hanging from the middle of the front band. In this specimen the eye is formed of a small applied circlet with a hole in the middle. In no. 84 the eye is formed of a round pellet crossed by a straight incision. In the later examples from Sirkap the eyes are twice or thrice as large, and are generally worked up or incised in the body of the clay; in some cases, however, they are applied. Let it be added that the Sirkap heads usually have a transverse hole through the mouth for a strmg.",,Bm,3,1924
82,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"82. Bm. ’13—204; stratum II. Head and neck of a terra-cotta toy horse. Length 4:25 in. The head—stall consists of cheek-straps and front- and nose—bands, with aﬂy-whisk of leather(?) hanging from the middle of the front band. The plume on the top of the head is broken. The eyes are made of small applied circlets with a hole in the centre of each. The body of the animal was hollow. Clay burnt red on surface with grey core. (Pl. 134, no. 82.)",134-82,Bm,2,1913
83,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"83. Bm. ’13—202; stratum II. Toy horse of red terra—cotta. Length 4-25 in. Head, legs and tail missing. The saddle, which is deeply depressed in the seat, is kept in position by a girth-band which passes over it, as well as by a breast—band in front and a crupper behind. Both breast-band and crupper are ornamented. (P1. 13 5, a.)",13 5-a,Bm,2,1913
84,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"84.. Bm. ’r5—369; stratum II. Toy horse of red terra—cotta. Height 5 in. The head-stall consists of face-strap and front— and nose-bands, with a medallion at juncture. Reins indicated by incised lines. Plume on top of head broken. Hole across the mouth for string. Eyes made of round pellets with straight incisions across. Hind-legs missing. (P1. r35, b.)",r35-b,Bm,2,
85,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"85. Bm. ’13—200; stratum II. Toy horse of red terra—cotta. Length 4- 5 in. Hind-legs and tail broken. Breast-band with pendants attached. Plume on top of head. Eyes made of two concentric circles in relief. See A.S.R. (1912), P1. XXXIx, e, 5 and for breast-band with pendants, cf. Bm. ’20—1,619.",,Bm,2,1913
86,75,60,E, XVII. Toy animals without carts or wheels (nos. 72—107),"75,60","86. Sk. ’13—1,298; Block E; sq. 75'60'; stratum II. Toy saddle-horse of terra-cotta, with grey core. Height 2 in. Head missing. The saddle is peaked in front. Cf. p. 162, n. 1 supra.",,Sk,2,1913
87,9,100,1, XVII. Toy animals without carts or wheels (nos. 72—107),"9,100","87. Sk. ’19—18; Block 1’; sq. 9-100'; stratum 1. Similar to preceding but of buff—coloured terra-cotta and cruder workmanship. Saddle with two peaks in front and two behind, and crupper. Length 2 in. Cf. p. 196 supra. (Pl. 135, c.)",135-c,Sk,1,1919
88,,,C, XVII. Toy animals without carts or wheels (nos. 72—107),,"88. Sk. ’29~2,737; Block C’; sq. 5091’; stratum IV. Head of toy horse of terra—cotta. ”444:4...“ V ,. Afﬁrm ., x; .Aw CH. 24] TERRA—GOTTA AND CLAY OBJECTS 457 Length 2-62 in. Head-stall with oblique straps from middle of face-piece to ends of bit. Plume on top of head. Hole across mouth for string. (Pl. I 3 5, e.) 89. J1. ’13—3; C mound; 6ft. below surface. Similar to preceding. Length 3-25 in. Cf. p. 224 supra. (Pl. 135, 2'.) Toy humped bulls are not as common as might be expected on any of the TaXila sites, and none of them, even from the Bhir Mound, are adorned with stamped patterns. The following three types are, however, readily distinguishable, viz.: Type a. Of medium size with solid bodies and legs.","I 3 5-e, 135-2'",Sk,4,1929
90,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"90. Dh. ’;I7—48 mon. court A; 3 ft. 6 in. below surface. Toy hull of red terra-cotta, with dark red wash. Height 5 in. A bell is tied round the neck. Horns slightly damaged. The modelling 1s better than usual in this class of toy. Cf. p. 278 supra. (Pl. I 3 5, d.) Type 6. Of larger size, with hollow pipe-like bodies, long hollow legs and circular hind—quarters. The clay is sometimes red, but more often brown or grey. These toy bulls seem to have been manufactured more or less in this form in both early and late times. In the earlier specimens the eye takes the form of a circlet with a punctured dot in the centre. In the later it consists of a round pellet in the centre, with a circlet around.",I 3 5-d,Dh,,
91,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,91. Bm. ’15—317; stratum II. Toy bull of blackish buff terra-cotta. Height 7-5 in. Hollow body and legs. Half of the body and hind-legs and left horn are missing.,,Bm,2,1915
92,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"92. Bm. ’15—3 18; stratum II. Similar, of muddy grey terra—cotta. Height 7 in. There is a big hole at the back of the body. Tail in relief on left hind—leg. Head and three legs m1ss1ng.",,Bm,2,1915
93,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"93. Dh. ’16—527; mon. court A; 2ft. below surface. Toy bull of red terra-cotta, with hollow body and long stilted hollow legs. Height 85 in. Rope round neck; hump behind head. Hind part and three legs missing. Cf. p. 278 supra.",,Dh,,1916
94,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,94. Sk. ’12; Trench A 324; stratum II. Head of a toy bull with cable twisted round neck. Length 225 in. Horns damaged; crude workmanship. Eyes in form of circlets with raised dot in centre. Of buff terra—cotta. Type .c. Of miniature size and rough-and—ready workmanship.,,Sk,2,1912
95,33,94,B, XVII. Toy animals without carts or wheels (nos. 72—107),"33,94","95. Sk. ’28~786; Block B’; sq. 33-94’; stratum III. Humped bull of terra-cotta. Length 237 in. Crude, rough workmanship. The ears stand out at right angles to the head. Cf. p. 194 supra. (Pl. I35,f.) There is only one specimen of a toy camel; it comes from the Bhir Mound.","I35,f",Sk,3,1928
96,42,120,, XVII. Toy animals without carts or wheels (nos. 72—107),"42,120","96. Bm. ’30—1 I I ; sq. 42- 120’; stratum II. Two-humped camel of red terra—cotta, ornamented about its neck with a necklace from which a bell or pendant is hanging in front. Height 5-25 in. Transverse hole pierced through the mouth for a string. Eyes diamond-shaped and stamped, like the eyes of many of the toy elephants. Hair on back of head. Two miniature humps—one turned one side and one another. (Pl. I 3 5, g.)",I 3 5-g,Bm,2,1930
97,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"97. H1.’ 12—141 , 3 ft. 6 in. below surface. Terra—cotta dog(?) with head turned to right. Length 3- 75 in. Hair indicated by incised lines. Legs broken. Eyes deep set, like a monkey’s. (Pl. 135, h.) Of the four specimens of toy rams selected, one solid one comes from the Bhir Mound, one solid and one hollow one from Sirkap, and one solid one from the Dharmarajika Stﬁpa. All four are in poor condition. Humped bulls Camel Dog(?) Rams Wild goat Birds Monkeys Rattles 458 TERRA-GOTTA AND CLAY OBJECTS [011. 24",135-h,Dh,,
98,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"98. Bm. ’30—91; sq. 39°123’; stratum I. Toy ram of red terra-cotta, with curved horns. Length 4 in. Left fore-leg damaged. Cf. p. 111 supra. (Pl. 135, j.)",135-j,Bm,1,1930
99,55,64,D, XVII. Toy animals without carts or wheels (nos. 72—107),"55,64",99. Sk. ’13—540; Block D; sq. 55-64’; stratum III. Similar. Horns and legs missing. Height 2-25 in. Cf. p. 155 supra.,,Sk,3,1913
100,,,, XVII. Toy animals without carts or wheels (nos. 72—107),,"100. Sk. ’14; Trench A523; stratum II. Head of a toy ram, damaged. Pinkish red clay. Length 2- 5 in. . ,",,Sk,2,1914
101,12,27,G, XVII. Toy animals without carts or wheels (nos. 72—107),"12,27","101. Dh. ’12~429; stﬁpa area. Toy ram of red terra-cotta; mouth damaged. Length 4-12in. (Pl. 135, k.) 102. Bm. ’19—869; sq. 12-27’; stratum II. Wild he—goat with long horn over back (the other horn is missing). Legs and mouth damaged. Length 3-5 in. (P1. 1 3 5, 1.) 103—4. Sk. ’28—2,245; Block G'; sq. 107.80’; stratum V. Two toy birds of grey black clay, with outspread wings ending in pointed tail. Very crude work of second century B.C. Cf. pp. 127, 181 supra. All the toy monkeys come from Sirkap. They are very like the prehistoric ﬁgures of men, but provided with a tail, against which they can rest when set in an upright position. The nose and face are pinched in the same way as the prehistoric human ﬁgurines.","135-k, 1 3 5-1",Dh,2,1912
105,12,87,1, XVII. Toy animals without carts or wheels (nos. 72—107),"12,87","105. Sk. ’28—189; Block 1'; sq. 12-87’; stratum IV. Crudely made monkey of red terra-cotta. Arms and tail missing. Height 337 in. (P1. 13 5, m.)",13 5-m,Sk,4,1928
106,15,61,, XVII. Toy animals without carts or wheels (nos. 72—107),"15,61","106. Sk. ’16—1,024; Second Street (east); sq. 15'61’; stratum II. Crude ﬁgure of a monkey of light red clay with arms outstretched. Height 275 in. Head missing, legs broken. (P1.",,Sk,2,1916
135,41,123,E, XVII. Toy animals without carts or wheels (nos. 72—107),"41,123","135, 71-) 107. Sk. ’28—863; Block E’; sq. 75°97’; stratum II. Crude ﬁgure of monkey with tail acting as a support. Head and right shoulder missing. Height 3-12 in. Cf. p. 184. supra. The commonest kind of rattle found at Taxila is in the form of a bird, and all the early rattles from the Bhir Mound site are of this type. Other rattles (from Sirkap and later sites) take a quasi-human or animal form, or are made to simulate the pomegranate fruit or vases. , 108. Bm. ’21—1,605; sq. 41.123’; stratum II. Toy rattle in the form of a dove, of red terra- cotta. Length 3.5 in. (P1. 135, 0.) 109. Bm. ’21—998; sq. 43-100’; stratum II. Similar, in the form of a cock with upstanding comb. Height 4-62 in. Each leg modelled separately. Tail missing. (P1. 13 5, p.) 1 Observe that in both of these Bhir Mound examples the legs are separate one from the other, not as in the Sirkap and Dharmarajika examples below, Where they are combined to form a solid round base.","135-0, 13 5-p",Sk,2,1928
110,40,86,C, XVIII. Rattles (nos. 108—18),"40,86","110. Sk. ’29—942; Block C'; sq. 40-86’; stratum IV. Toy rattle in the form of a hen, of buff—coloured clay, with disproportionately fat body. Legs replaced by standard base. Height 2-87 in. (P1. 135, q.)",135-q,Sk,4,1929
111,,,, XVIII. Rattles (nos. 108—18),,"111. Dh. ’15—1,100; mon. court A; 2 ft. below surface. Toy rattle in form of duck with wings half spread. Length 375 in. Incised lines on body, wings and tail to indicate feathers. Red clay. Head missing. Round base in place of legs. Cf. A.S.R. (1915), p. 10, no. 16, and p. 278 supra.",,Dh,,1915
