,X,Y,block,class,coord,description,plate,site,stratum,year
60,,,G," XIII. Goblets (nos. 60, 61). Cf. ‘Pottery’, ch. 23, Class XIV; ‘Copper",,"60. Sk. ’13—173; Block G; sq. 108°62’; stratum II. Standard goblet of micaceous schist, decorated in low relief with band of quatrefoil rosettes between dog-tooth borders, and with lotus leaves below, springing upwards from the stem. Height 6-12 in. Damaged on one side and at foot. Cf. p. 168 supra; A.S.R. (1912), P1. XXX, d. (Pls. 141,j; 143, o.)",,Sk,2,1913
61,14,58,," XIII. Goblets (nos. 60, 61). Cf. ‘Pottery’, ch. 23, Class XIV; ‘Copper","14,58","61. Sk. ’16—846; Second Street (east); sq. 14- 58’; stratum II. Similar, of grey schist, with three-stepped base and plain stem; body decorated with three bands of triple incised lines. Height 4-62 in. (P13. 141, k; 143, t.) CH. 25] STONE OBJECTS 493 Nearly all the articles under this head belong to the class of round toilet-trays usually divided into two or more compartments and embellished with ﬁgures or scenes sculptured in relief. Besides this impOrtant series of toilet—trays there are a few miniature trays of rock-crystal, emanating from the Bhir Mound, which in all probability were also meant for the toilet table, and a larger tray of hornblende micaceous schist from Sirkap, which was used no doubt for household purposes. Type a. Toilet-trays. The ornamental toilet—trays are made of schist, steatite, indurated claystone, slate or phyllite. Of the thirty-three specimens described below, thirteen are of grey schist, eleven of micaceous schist, ﬁve of steatite, two of indurated claystone, one of slate, and one of phyllite or phyllitic slate. No. 64, which is probably of the Saka period, is of steatite, but with this exception all of pre—Parthian date are of schist. The subjects portrayed in these toilet-trays are not numerous. They comprise the followmg: Subject No. of specimens (1) ‘Satyr and nymph . . . . . . . . . . I (2) Figure reclining on couch attended by femalesI 2 (3) Drinking and dancing scenes . . . . . . . . 2 (4) Pair of ﬁgures (male and female) holding drinking-cups . 5 (5) Lions, leogryphs, winged stag, hippocamps and other ﬁsh-tailed monsters with riders . . . . . . . . . . . 6 (6) Ditto, without riders . . . . . . . . . . I4 (7) Geometric and ﬂoral designs . . . . . . . . 3 Most of these subjects are clearly Hellenistic, and there can be no doubt that this kind of toilet-tray was introduced with Hellenistic culture from the West, where specimens of them have been found, especially in Egypt.2 Local Indian inﬂuence, however, is to be seen in the lotus rosettes or leaves used as a background for many of the reliefs, in the makam-like treatment of some of the sea-monsters, and possibly also in the pairs of ﬁgures holding drinking—cups, though, as to the last, it is perhaps more likely that this motif, so familiar in the early Mathura School, may also have had a Hellenistic origin. In point of style no. 62, which comes from the Graeco-Bactrian city, has a distinctive character of its own, which apart from its place of ﬁnding would justify us in assigning it to the second century B.C. Instead of this tray being divided up, as nearly all the later examples are, into two or more compartments, the two ﬁgures occupy the centre of the ﬁeld and stand out with effective simplicity against the plain background. The ﬁgures themselves are treated almost as if they were in the round, rather than in relief,3 and the modelling of their forms, albeit sketchy, ‘ The same subject is also represented on the lid of the vessel no. 106 infra. 2 E.g. Flinders Petrie, Objects of Daily Use, Pl. XXXIV, nos. 23—31. 3 This characteristic of most Hellenistic relief work is shared also by the reliefs round the abacus of the Asoka capital at Sarnath, which, as I have shown elsewhere, was executed by a Greek or a Perso-Greek artist of the third century B.C. Cf. C.H.I. vol. I, p. 621, and Marshall and Foucher, The Monuments of Sﬁﬁchi, pp. 87, 88. MT 63 494 STONE OBJECTS [CH. 25 is more conscientious than in the later trays. There is a certain distinctiveness, also, about the style of no. 63, which dates probably from the ﬁrst century B.C. and reﬂects the increasing decadence of Hellenistic art under Saka rule. The scene is of course a purely Greek one, and, although the ﬁgures individually are crudely modelled and stiff and wooden in their poses, their composition still reﬂects the older Hellenistic tradition. In no. 65, on the other hand, we recognise the effect of the Graeco— Roman art popularised at Taxila under Parthian rule, with its more crowded ﬁgures, and much greater freedom of composition and drawing; and we are on quite safe ground in referring to the same century (ﬁrst century A.D.) nos. 64, 66 and 76. But, apart from these few specimens, it is diﬂicult to determine the respective ages of these toilet-trays on the strength of their style alone. This difﬁculty arises from the fact that, with the passing of the Bactrian Greeks and coming of the Sakas, Hellenistic art in India rapidly declined, but revived again in the ﬁrst century under the rule of the Parthians, and though in the interim Hellenistic art in Western Asia had to some extent been Romanised and undergone considerable changes in consequence, nevertheless it is often impossible to determine whether a particular example of debased Indo-Hellenistic work was executed before or after the Parthian revival. And this is true not only of these stone carvings but of other branches of art as well. To be sure, the Indianised treatment of the couple in no. 70, so strongly reminiscent of the Mathura School, enables us to relegate this particular piece with conﬁdence to Parthian times, but it is not often that we get such light from the Indian side. Take, for example, nos. 78, 79 and 82. We infer from their ﬁndspots that they probably belong to the Saka period, but from their style alone it would be impossible, in the present state of our knowledge, to afﬁrm that they were not strays from the Parthian level above. In regard to Graeco-Roman toilet-trays from Egypt, a paper by Sir John Evans in P706. Soc. Antiq. (13 Feb. 1908) may be consulted, and also Flinders Petrie, Objects of Daily Use, ch. X, pp. 37—9, where he summarises whatever had then (1927) been published about these trays, their types and purpose.",,Sk,2,1916
62,35,89,B, XIV. Trays (nos. 62—97),"35,89","62. Sk. ’29—I,894; Block B’; sq. 3 5-89’; stratum IV. Circular toilet-tray of ﬁne grey schist. Diam. 431 in. Round top of rim, beaded border, encircled by running spiral. In centre, erotic scene: to left, standing male ﬁgure, with hooded mantle over back; to right, kneeling woman clad in himation or shawl, which her companion is pulling from her. Beneath them, triple line of small rocks with larger rock on extreme right, which the woman holds with her left hand. On back of tray, full-blown lotus in low relief. This is a familiar scene in Greek art, the two ﬁgures being usually a satyr and a nymph, e.g. Brit. Mus. Sculpture Cat. no. 2202: a marble relief representing a bearded satyr pulling aside the mantle of a nymph. Cf. Baumeister, Denkmaeler, vol. III, p. I564, and S. Reinach, Re’pertoire des peintures grecques et romaines, p. 125, no. 9. The ﬁgures are in high relief on a plain ground; the modelling is characteristic of the Hellenistic age and superior to that of any of the other toilet-trays. (Pl. 144, no. 62.)",144-62,Sk,4,1929
63,15,981,A, XIV. Trays (nos. 62—97),"15,981","63. Sk. ’29—2, 572; Block A’; sq. 15'981; stratum V. Toilet—tray of grey schist, divided into two registers. Diam. 5.31 in. In thenipper register, a draped male ﬁgure reclining on couch, with wine-cup in left hand. At head of couch, a draped female seated on stool, with awine-cup in left hand. Behind the couch, a second female, standing, with garland in upraised right hand. CH. 25] STONE OBJECTS 495 The ﬁgures are clad in the Greek chitou and himation. In the lower register, seven lines sug- gestive of a palniette. On rim, beaded border in low relief. This toilet—tray is referable to the ﬁrst century B.C., when Hellenistic art was becoming barbarised under the rule of the Sakas. Observe that the ﬁgures in this scene are more widely spaced than in the later Parthian reliefs, in this respect being nearer to the Hellenistic tradition, in spite of their stiff and rigid formality. The wig—like treatment of the hair and the wide—open, prominent eyes are peculiarly characteristic of nascent Gandhara sculpture during the late Saka period. These traits are well exempliﬁed also in nos. 70, 74 and 75, and in ‘Stone Sculptures’, ch. 36, nos. 3, 4, 12, 13, etc. Cf. p. 693 infra. For Yavanas reclining on couches as they eat or drink, see Schol. on Panini, cited by S. Levy, Quid de Graecz's, p. 22. (Pl. 144, no. 63.)",144-63,Sk,5,1929
64,85,90,F, XIV. Trays (nos. 62—97),"85,90","64. Sk. ’28—1,486; Block F’; sq. 85-90’; stratum II. Half of a broken toilet-tray of yellowish brown steatite (soapstone), divided into two registers. Diam. 4-12 in. In the upper register, man reclining on bed and kissing woman, who is seated on stool by his side. On rim, four concentric circles. Two small holes drilled near centre and in rim appear to have served for rivets, when the tray was mended in old days. On the back is an inscription in Kharoshthi: (along the edge) Thireasa tritavi(na) mudrao Ums'e Arya—Ro. . .; (in the middle) Thiraka. Cf. p. 182 supra; A.S.R. (1928), P1. XX, II and p. 57, no. 56. (Pl. 144, no. 64.)",144-64,Sk,2,1928
65,85,89,F, XIV. Trays (nos. 62—97),"85,89","65. Sk. ’28—1,776; Block F’; sq. 85-89’; stratl‘Im II. Toilet-tray of greenish grey steatite (soapstone). Diam. 662 in. On rim, border of double arcading, incised. In centre, drinking scene.I Although the scene is a composite Whole, ﬁlling virtually the entire ﬁeld, it is divided by convention into three tiers separated one from the other by projecting ﬂoors, so that the ﬁgures in the upper and middle parts of the ﬁeld may have something on which to rest their feet. In the top register, in centre, a man and woman are seated on a bench, the former clasping his companion with his left arm and holding a sceptre with his right, while she offers him a cup of wine. To left of them, a woman seated and draped, playing on a lyre; and, behind her, a youth playing on the Pan-pipes; to right, a standing male ﬁgure with his right hand wrapped in his mantle and his left holding a staff. In the middle register, to right, a large wine-vat, rising from acanthus leaves, in Which two men, one on the back of the other, are treading the grapes, while a lad, in the centre, draws off the juice in a tall ﬂagon (\‘J-rro7xﬁv10v). To the left, another man is carrying a wine-skin on his back and emptying its contents into a kmter, while his companion on the left of the vase is raising a bowl to his lips. Below, in the bottom register, two ﬁgures are lying drunk. Framing the top of the scene from side to side is an undulating vine. The back of the plaque is relieved with concentric bands, both incised and in relief. Cf. A.S.R. (1928), P1. XIX, I and p. 56, no. 55. The style is typical of Hellenistic art of the ﬁrst century A.D., and the relief is reminiscent of the ‘Wedding of Ariadne and Bacchus ’—-a familiar scene in Graeco-Roman art. 'Cf. Dar. et Sag. II, p. 421; p. 182 supra. (Pl. 144, no. 65.)",144-65,Sk,,1928
66,,,G, XIV. Trays (nos. 62—97),,"66. Sk. ’12~814; Block G; sq. 108°63’; stratum I. Circular toilet-tray of indurated light grey claystone, divided by partition into two registers. Diam. 5-2 5 in. In the upper register is a man dancing with two women, one on either side. The lower compartment is empty. On the rim, two concentric circles incised; on partition, short parallel lines. Of Parthian period; ﬁrst century AD. Cf. p. 168 supra; A.S.R. (1912), P1. XXIX, b and p. 32, no. 1. (P1. 144, no. 66.)",144-66,Sk,1,1912
67,,,B, XIV. Trays (nos. 62—97),,"67. Sk. ’28—63 5; Block B’; sq. 34°92’; stratum III. Toilet-tray of greyschist (diam. 362 in.), divided into three compartments, with lotus rosette in background of all three. In upper compartment, upper halves of two draped ﬁgures holding wine—cups. On rim, toothed border; on partitions, diagonal lines incised. The workmanship is very rough, as if done by a wood- carver. Cf. p. 194 supra. (P1. 144, no. 67.) 68. Sk. ’28—2,1 59; Block F’; sq. 90°84’; stratum II. Toilet-tray of micaceous schist, divided I Drinking and banquet scenes, it may be remarked, were favourite subjects of Parthian art. Cf. C.A.H. XI, p. 129. 63—2 496 STONE OBJECTS [CH. 25 into nine sunk compartments. Diam. 5-12 in. In centre are buSts of male and female ﬁgures with wine-cups in their hands. Both wear necklaces. In each of the four corner compartments is a quatrefoil rosette. On the rim is a border of incised network, and on the back an incised lotus design. Cf. p. 182 supra; A.S.R. (1928), Pl. XX, 6 and p. 57, no. 60. (P1. 144, no. 68.)","144-67, 144-68",Sk,3,1928
69,28,116,B, XIV. Trays (nos. 62—97),"28,116","69. Sk. ’19—69 5; Block B’; sq. 28-116’; stratum II. Toilet-tray of grey schist, divided into three compartments. Diam. 4-12 in. In the top compartment are the busts of a male and a female holding wine-cups in their hands. Behind them, half lotus rosette. On the rim is a network pattern incised; and on the partitions, toothed and cable beadings. On back, incised eight-petalled lotus. Cf. p. 194 supra. (Pl. 144, no. 69.) 7o. Sk. ’2o——763; Block D'; sq. 57-92'; stratum I. Toilet-tray of grey schist divided into three compartments. Diam. 6-86 in. In the upper half are ﬁgured, in relief, a male and a female, three-quarter length, holding wine—cups in their hands. Both wear necklaces and the woman has a shawl (sari) about her head and shoulders. On the rim is a double—cable border; on the partitions, a dotted cross pattern. The Indianised character of the ﬁgures and the concise quality of the carving point to the inﬂuence of the Mathura School. Cf. p. 190 supra. (P1. 144, no. 70.) .","144-69, 144-70",Sk,2,1919
71,105,89,G, XIV. Trays (nos. 62—97),"105,89","71. Sk. ’29—2,285; Block G'; sq. 105-89’; stratum II. Fragment of a grey schist toilet-tray or perhaps the lid of a vessel, divided by radii into eight compartments, with lotus rosette in centre. Length 626 in. Each compartment contains a pair of ﬁgures, male and female, standing with wine—cups in their hands. Network and toothed borders on rim and partitions. Cf. p. 181 supra. (Pl. 144, no. 71.)",144-71,Sk,2,1929
72,107,46,G, XIV. Trays (nos. 62—97),"107,46","72. Sk. ’26—2,367; Block G; sq. 107-46’; stratum I. Broken toilet-tray of claystone, divided into two compartments. Diam. 4- 5 in. In upper compartment, lion, with rider seated sideways, moving to right among rocks. In exergue, chequer pattern. Beaded border on rim and partition. Cf. p. 169 supra. (P1. 144, no. 72.) _",144-72,Sk,1,1926
73,77,90,E, XIV. Trays (nos. 62—97),"77,90","73. Sk. ’27—501; Block E’; sq. 77-90’; stratum II. Toilet-tray of slate, divided into two compartments. Diam. 6 in. In upper compartment, to left, winged stag ridden by winged rider. To right, goat in foreground; winged lion behind. On rim, double arcading. On partition, narrow vandyke pattern. The exergue is plain. The style is unusual and appears to betray a certain measure of Indian inﬂuence. Cf. p. 184 supra. (P1. 145, no. 73.)",145-73,Sk,2,1927
74,24,59,A, XIV. Trays (nos. 62—97),"24,59","74. Sk. ’15—277; Block A; sq. 24- 59’; stratum II. Circular toilet-tray of grey schist, without compartments. Diam. 4-62 in. In upper ﬁeld, ﬁsh-tailed hippocamp with rider seated astride; below, palmette rays. Dog—tooth border on rim. Cf. p. 145 supra. (Pl. 144, no. 74.)",144-74,Sk,2,1915
75,75,91,E, XIV. Trays (nos. 62—97),"75,91","75. Sk. ’27—607; Block E’; sq. 75-91’; stratum III. Similar, of grey micaceous schist, with a ﬁsh—tailed grifﬁn and rider instead of hippocamp. Diam. 4- 56 in. Broken on right side. Cf. p. 184 supra. (Pl. 145, no. 75.)",145-75,Sk,3,1927
76,74,98,E, XIV. Trays (nos. 62—97),"74,98","76. Sk. ’28—763; Block E’; sq. 74-98’; stratum II. Similar, of micaceous steatite with sea- monster resembling Indian makara, ridden by a half-draped female ﬁgure holding a baby in left arm. Diam. 3-12 in. In exergue, acanthus leaf in low relief. Incised concentric circles on both sides of rim. On back, inscription of ﬁve Kharoshthi letters: Maritjuminasa, i.e. of Math- jumina—probably the name of the person to whom the object belonged. Parthian period. Cf. A.S.R. (1928), P1. XX, 10 and p. 55, no. 42. The style of the carving resembles that of no. 65, but the workmanship is coarser. For the motif of a nereid riding on a hippocamp or sea-monster, see Roscher, Lexikou, $.72. ‘ Nereid ’ ; also Dalton, Treasure of the Oxus, no. 197, P1. XXVI (2nd ed.). Draped nereids were common in Greece in the ﬁfth to fourth centuries B.C. Later, they were more often half-draped. Cf. p. 184 supra. (Pl. 145, no. 76.)",145-76,Sk,2,1928
77,44,92,C, XIV. Trays (nos. 62—97),"44,92","77. Sk. ’29—306; Block C’; sq. 44-92’; stratum II. Similar, of grey schist, divided into two compartments. Diam. 5-43 in. In upper compartment, draped woman riding sideways on ﬁsh—tailed sea-monster. On neck of monster, uncertain object, which may be a garland. On rim, incised cable border. Cf. p. 193 supra. (P1. 145, no. 77.) CH. 25] STONE OBJECTS 497",145-77,Sk,2,1929
78,102,82,G, XIV. Trays (nos. 62—97),"102,82","78. Sk. ’28—2,4oo; Block G’; sq. 102-82’; stratum IV. Similar, of micaceous schist, divided into nine compartments. Diam. 4-5 in.' In the central compartment is a lion, and in the four larger compartments around are pairs of lotus leaves; in the smaller ones are quatrefoil rosettes; network border on rim; lotus on back. Cf. p. 181 supra. (Pl. 145, no. 78.)",145-78,Sk,4,1928
79,67,115,E, XIV. Trays (nos. 62—97),"67,115","79. Sk. ’27—13; Block E’; sq. 67-115’; stratum IV. Similar, with two lions fronting each other in central compartment. Length 6-37 in. Fragmentary. (Pl. 145, no. 79.)",145-79,Sk,4,1927
80,,,"T-A461, d", XIV. Trays (nos. 62—97),,"80. Sk. ’13; Trench A461, d; stratum II. T oilet—tray of micaceous schist, divided into two compartments. Diam. 5-12 in. In upper compartment, winged griﬁ‘in; in lower one, palmette or rays. On rim, scale border incised. Both motif and style suggest Persian inﬂuence. Cf. p. 161, no. 5 supra; A.S.R. (1912), P1. XXIII, a and p. 28, no. 5. (P1. 145, no. 80.)",145-80,Sk,2,1913
81,,,"T-A461, c", XIV. Trays (nos. 62—97),,"81. Sk. ’12; Trench A461, c; stratum II. Similar, of micaceous steatite, with serpentine. Diam. 5-62 in. Circular depression in centre with four compartments around, each con- taining a winged griﬂin seated. Style and period same as preceding example. (Pl. 145, no. 81 .)",145-81,Sk,2,1912
82,12,99,1, XIV. Trays (nos. 62—97),"12,99","82. Sk. ’29—2,45 5; Block 1’; sq. 12-99’; stratum IV. Similar, of steatite, divided into two compartments. Diam. 3-5 in. In upper compartment, a winged hippocamp with scaly body and ﬁsh-tail. In exergue, half-lotus rosette. Around rim, border of lotus petals with cable edging on side of partition. Saka period. The motif is Hellenistic, but the style partly Indianised. (Pl. 145, no. 82.)",145-82,Sk,4,1929
83,70,91,E, XIV. Trays (nos. 62—97),"70,91","83. Sk. ’22—801; Block E’; sq. 70-91’; stratum IV. Similar, of grey schist, with cable border on rim and reel-and-bead border on partition. Diam. 6 in. In upper compartment, winged sea-monster of makara type with garland(?) round neck. In exergue, acanthus lines. (Pl. 145, no. 83.) 84. Sk. ’29—1,138; Block D"" sq. 60-1 12’; stratum IV. Similar, of whitish micaceous schist, divided into three compartments. Diam. 4-75 in. In upper compartment, winged monster on lotus background. Incised network border on rim; lotus on back. Cf. p. 190 supra. (Pl. 145, no. 84.)","145-83, 145-84",Sk,4,1922
85,51,87,C, XIV. Trays (nos. 62—97),"51,87","85. Sk. ’29—394; Block C’; sq. 51-87’; stratum III. Toilet-tray of grey-white micaceous schist. Diam. 4-87 in. In upper compartment, winged monster with scaly body, ﬁsh-tail and double pairs of horns, on lotus background. In exergue, half—lotus rosette. Lotus-leaf border round rim. Cf. p. 193 supra. (P1. 145, no. 85.)",145-85,Sk,3,1929
86,76,65,E, XIV. Trays (nos. 62—97),"76,65","86. Sk. ’12~1,336; Block E; sq. 76-65’; stratum 11. Similar, of micaceous schist, with three compartments. Diam. 3-75 in. In the upper compartment, a ﬁsh—tailed winged monster; in lower ones, quarter-lotus rosette. Network border on rim. Cf. p. 162, no. 6 supra. A.S.R. (1912), P1. XXIII, b and p. 28, no. 2. (Pl. 145, no. 86.)",145-86,Sk,2,1912
87,57,66,D, XIV. Trays (nos. 62—97),"57,66","87. Sk. ’12-642; Block D; sq. 57-66’; stratum II. Similar, of dark grey mica-schist, divided into two compartments. Diam. 4-5 in. In upper compartment, winged ﬁsh-tailed sea-monster with hare-like head,‘on lotus background; in lower, lotus ground. Broken.",,Sk,2,1912
88,92,95,F, XIV. Trays (nos. 62—97),"92,95","88. Sk. ’29—2,292; Block F’; sq. 92-95’; stratum II. Similar, of schist—stone, divided into three compartments. Diam. 4-75 in. In the upper compartment, a winged makara-like sea-monster. Lotus ground in all three compartments. Network border round rim. Beading on partition, and lotus on back. Cf. p. 182 supra. (Pl. 146, no. 88.)",146-88,Sk,2,1929
89,74,108,E, XIV. Trays (nos. 62—97),"74,108","89. Sk. ’27—1,649; Block E’; sq. 74-108’; stratum II. Similar, of grey schist, divided into two equal compartments. Diam. 5-87 in. Winged ﬁsh-tailed hippocamp in upper, on lotus ground; half—lotus rosette in lower. Both the hippocamp and the lotus are treated in a ﬂorid style. Beaded border on rim. Cf. p. 166, n. 1 supra. (P1. 146, no. 89.)",146-89,Sk,2,1927
90,10,93,1, XIV. Trays (nos. 62—97),"10,93","90. Sk. ’22—384; Block 1’; sq. 10-93’; stratum 11. Similar, of grey schist, with three compart- ments. Diam. 4-37 in. Winged monster with makara-like head, but no ﬁsh-tail, in upper compartment; network border on rim. Crude lotus on reverse. Cf. p. 196 supra.",,Sk,2,1922
91,,,T2, XIV. Trays (nos. 62—97),,"91 . Dh. ’ I 5—613; T2; 2 ft. below surface. Similar, of grey schist, divided into four quadrants with circular depressions in centre. Diam. 4-5 in. Two quadrants contain lotus leaves, the 498 STONE OBJECTS [011. 25 third a winged sea-monster, and the fourth a ﬁgure with human body and ﬁsh-tail legs. On one of the legs is seated a small female ﬁgure. Chevron pattern on partitions and chevron and scale border on rim. Five-petalled rosette in central depression. Cf. A.S.R. (1915), P1. V, b and p. 8, no. 29. For the two ﬁsh—tail legs, see Dar. et Sag. s.v. ‘Aloadae’ and R.U.C., ch. 39 infra, no. 94. (Pl. 146, no. 91.)",146-91,Dh,,
92,50,51,C, XIV. Trays (nos. 62—97),"50,51","92. Sk. ’24—316; Block C; sq. 50- 51’; stratum II. Similar, of phyllitic slate. Diam. 4-5 in. In centre, swastika with four arms dividing the tray into four compartments. Engrailed border on swastika and on rim. Cf. p. 149 supra; A.S.R. (1924), P1. X11, 5. (Pl. 146, no. 92.)",146-92,Sk,2,1924
93,166,99,K, XIV. Trays (nos. 62—97),"166,99","93. Sk. ’15—841; Block K’; sq. 166-99’; stratum II. Similar, of micaceous schist. Diam. 4-75 in. Divided by curved cross into four sunk compartments with ground of lotus petals. Hatched and network border on rim; foliate medallion with beaded border on cross. Cf. p. 180 supra; A.S.R. (1915), P1. VIII, g. (Pl. 146, no. 93.)",146-93,Sk,2,1915
94,77,90,E, XIV. Trays (nos. 62—97),"77,90","94. Sk. ’27—501; Block E’; sq. 77-90’; stratum II. Similar, of mica-schist, with centre divided into nine compartments. Diam. 5-75 in. In the four corner triangles are quatrefoil rosettes. The other compartments are plain. On rim, double-cable border. Cf. p. 184 supra. (Pl. 146, no. 94.) Type 12. Miniature trays of rock-crystal. We may surmise that these were used for toilet cosmetics, but there is no proof of it. They have been found only in the Bhir Mound.",146-94,Sk,2,1927
95,26,12,, XIV. Trays (nos. 62—97),"26,12","95. Bm. ’19—1,082; sq. 26-12’; stratum II. Fragment of crystal tray with projecting rim, through which a ﬁne hole is pierced on one side. Length 1-5 in. Of ﬁne workmanship; highly polished. The complete tray may have been in the form of a quadrant with three other trays making up the circle. (P15. 141, h; 147, a.)",,Bm,2,1919
96,16,63,, XIV. Trays (nos. 62—97),"16,63","96. Bm. ’21—983; sq. 16-63’; stratum II. Similar to preceding, but smaller, and with two holes pierced through two edges. Length 1-12 in. (P13. 141, i; 147, a.) Type c. Household tray of soft stone.",,Bm,2,1921
97,66,112,, XIV. Trays (nos. 62—97),"66,112","97. Sk. ’22—676; Seventh Street (west); sq. 66-112’; stratum II. Rectangular tray of horn- blende mica-schist with lug-handle on one side. Length 12-75 in. Broken. (Pl. 146, no. 97.) Numbers of vessels of this class have been found in Sirkap and later sites, and, thanks to the fact that they were used not only for toilet purposes but as convenient receptacles for the sacred relics enshrined in stfipas, many of them are still in a perfect state of preservation. Usually they are made of grey or micaceous schist, but not infrequently of steatite; only one specimen is made of phyllite. Similar caskets, almost always of steatite, had been made in other parts of India—notably in Hindustan and Central India—as far back, at least, as the Maurya period and pro- bably much earlier, but not a single specimen has been found in the Bhir Mound. The earliest—belonging to the early Saka period (ﬁrst century B.C.)—comes from the Dharmarajika. The shapes of these caskets are not many. The commonest are globular and slightly squat, like the modern lady’s pulf—box, the division between body and lid being just above the middle; others are cylindrical and tall; others cylindrical and shallow, like the Greek pyxis; others again—and these are smaller in size—have a CH. 25] STONE OBJECTS 499 spherical form with a small closely—ﬁtting lid; and there is one—the earliest of all—— which is square, and another which resembles a vase with wide-open mouth. Examples of these types are given below. For other examples, cf. Pls. 35, 36, 49 and 50. Type a. Globular and of slightly squat shape, the division between body and lid being just above the middle.",146-97,Sk,2,1922
98,63,96,D, XV. Toilet caskets (nos. 98—106),"63,96","98. Sk. ’28—1,307, a; Block D’; sq. 63'96’; stratum II. Casket of grey schist, with lotus and other patterns in low relief round body and lid. Height 3-12 in. The knob-handle on the top of the lid, which is now broken, was made in a separate piece and afﬁxed with cement. Cf. p. 190 supra.",,Sk,2,1928
99,158,51,K, XV. Toilet caskets (nos. 98—106),"158,51","99. Sk. ’14—387; Block K; sq. 1 58' 51’; stratum II. Similar to preceding, of grey schist. Diam. 4in. Below the rim of the body is a band of incised network. Cf. A.S.R. (1914), P1. XXVII, 8. Other examples of this type are Pl. 141,p (Sk. ’26—-3,o67); Pl. 141, q (Sk. ’14— 160); P1. 141, r (Sk. ’13—50). All these are of grey or micaceous schist. Sk. ’24—375 is of grey soapstone and Sk. ’15—459 of phyllite. Cf. p. 176 supra. (Pl. 146, no. 99.) Type b. Tall, cylindrical shape.",146-99,Sk,2,1914
100,58,110,D, XV. Toilet caskets (nos. 98—106),"58,110","100. Sk. ’19—1,342; Block D'; sq. 58-1 10’; stratum II. Cylindrical casket of steatite (height 337 in.), with two cordon mouldings in relief and broader bands of incised network and lattice triangles. Lid missing. Other examples of this shape, both of micaceous schist, are Sk. ’22—923 and Sk. ’12—762; and to the same type apparently belong also two small caskets, one of agate the other of rock-crystal, of which pieces only were found in the jeweller’s store-jar in Block D’ I (Sk. ’19—933/22, length 1-87 in., agate; and Sk. ’19—933/ 15, height 1-87 in., rock- crystal). Cf. p. 190 supra""; A.S.R. (1919-20), Pl. X, 32 and p. 19. (Pl. 141, m.) Type c. Shallow, cylindrical shape, resembling the Greek pyxis. Cf. ‘ Copper and Bronze’, ch. 28, Class XI. :01. Sk. ’28~1,086 and 1,136; Block D’; sqs. 62-105' and 61°106’; stratum II. Pyxis-shaped casket of grey schist (height 2 in.), with lotus-leaf band at base of body and incised circles above. Bands of concentric ﬂuting on top of lid, calling to mind the ﬂuting on the silver and bronze goblets use. 5. a, b, ‘Silverware’, ch. 29, and nos. 272, 273, ‘Copper and Bronze’, ch. 28. Ct"". p. 190 supra. (Pl. 141. o.)","141-m, 141. o",Sk,2,1919
102,82,65,F, XV. Toilet caskets (nos. 98—106),"82,65","102. Sk. ’33»588; Block F; sq. 82-65'; stratum II. Similar to preceding but of coarse steatite, with sides tapering upwards. Round body, two lines of incised lattice triangles with parallel vertical lines between. Another example is ﬁgured in P1. 141, n (Sk. ’22—556). Cf. p. 166 supra. (P1. 141, u.) Type d. Small and spherical, with lid inset. All are of grey schist.",141-u,Sk,2,1933
103,107,87,G, XV. Toilet caskets (nos. 98—106),"107,87","103. Sk. ’28—2,041; Block G’; sq. 107-87’; stratum 11. Small spherical casket of grey schist, adorned with six rosettes within concentric bands. Diam. 1-87 in. The lid, with one rosette, is missing. Cf. p. 181 supra. (Pl. 141, s.)",141-s,Sk,2,1928
104,,,, XV. Toilet caskets (nos. 98—106),,"104. Sk. ’30—5 58; spoil earth. Similar to preceding, but with different patterns round rosettes. Diam. 2-25 in. (Pl. 141, t.)",141-t,Sk,,1930
104,,,, XV. Toilet caskets (nos. 98—106),,"104, a—e. Other examples of this type of casket are Pl. 141, 7) (M1. ’23—137); P1. 141, w (Sk. ’24—970); Pl. 141, x (Sk. ’26—4,022); and of the lids only: Pl. 141, y (Sk. ’16—702). Type e. Square.",,Sk,,1923
104,50,90,C, XV. Toilet caskets (nos. 98—106),"50,90","104, f. Sk. ’30—389; Block C’; sq. 50-90'; stratum VI. Square casket of grey steatite, with lattice pattern incised on outside. Size 2375 in. sq. by 2 in. I Cf. vol. I, pp. 188—9. Also nos. 138—40, 148, and Class XXVIII, nos. 1—25 infra. 500 STONE OBJECTS [011. 25 Type f. Vase—shaped.",,Sk,6,1930
105,71,90,E, XV. Toilet caskets (nos. 98—106),"71,90","105. Sk. ’28M1,o42; Block E’; sq. 71'90'; stratum II. Vase-shaped casket of grey schist, with open mouth in lid. l Ieight 4'7 5 in. Incised horizontal bands round body. Cf. p. 184 supra.",,Sk,2,1928
