,X,Y,block,class,coord,description,plate,site,stratum,year
69,58,117,D, II. Necklaces (nos. 54—74),"58,117","69. Five links of small gold chain of ‘reel-and-link’ pattern. Length 12 5 in. First century B.C. For chains of similar pattern of the Hellenistic period, cf. B.M. Cat. ofjewellery, Pl. XXXVI, CH. 30] GOLD AND SILVER JEWELLERY 629 1974 and Pl.xxxv111, 1976, 1977. Sk. ’29—1,2o4; Block D’; sq. 58-1 17’; stratum IV. Cf. A.S.R. (1929), p. 65, no. 55 and P1. XIX, 7. Although found in stratum IV, this chain may date from the Parthian period. See vol. I, pp. 134, 191. (P1. 191, j.)",191-j,Sk,4,1929
70,77,66,E, II. Necklaces (nos. 54—74),"77,66","70. Seven spacer beads of openwork gold, originally inlaid with paste. Diam. 03 in. For similar spacer beads, cf. no. 56 supra. First century A.D. Sk. ’13—194/14; Block E; sq. 77-66’; stratum II. Cf. p. 159, no. IO supra; A.S.R. (1912), p. 27, no. 14 and P1. XXII, a. For other objects from same hoard, see nos. 9, 10 supra.",,Sk,2,1913
71,,,, II. Necklaces (nos. 54—74),,"71. Five lozenge-shaped beads of gold. From same hoard as nos. 72, 80, 82, 83, 88, 166, 204—10; ‘Copper and Bronze’, no. 7; ‘Pottery’, no. I73; ‘Seals’, nos. 11, 28, a; ‘Coins’, R.U.C. no. 39. Length 0143 in. Third to second century B.C. Bm. ’12—20/5;‘stratum I. Cf. A.S.R. (1912), p. 41, no. 7. For details of hoard, see vol. I, pp. 110—11.",,Bm,1,1912
72,,,, II. Necklaces (nos. 54—74),,"72. Two gadrooned and collared beads of gold similar to the beads belonging to necklace no. 54 above. Diam. 0-37 in. Bm. ’12-20/4. From same hoard as preceding. Cf. A.S.R. (1912), p. 41, no. 6. .",,Bm,,1912
73,,,, II. Necklaces (nos. 54—74),,"73. Four spherical beads of gold, two plain and two ﬂuted. Diam. 04 and 0-48 in. Fifth century A.D. Dh. ’14—892. Found With the ear-ring no. 47 ((1.7).). Cf. p. 268 supra; A.S.R. (1914), P1. XII, 2—5.",,Dh,,1914
74,,,D, II. Necklaces (nos. 54—74),,"74. Four necklace terminals of gold, composed of two small ﬁshes with one tail. The ﬁshes are of thin gold and hollow. There are holes in the ﬁshes’ heads for two strings which meet together in the tail. Length 0-75 in. First century A.D. Sk. ’26-4,081/8; sq. 5847’; Block D; stratum III. Cf. p. 156, no. 7 supra; A.S.R. (1926), p. 113, no. 7; and for other objects from same hoard, see nos. 3, 4 supra. Fishes used as ornamental motifs or as amulets were common in India, as in other countries, from the earliest times. For the Indus period, for example, cf. M.I.C. p. 557 and P1. CXXXII, 19, 3o, 32, 40; on punch-marked and tribal coins, Allan, B.M. Cat. of Am. Ind. Coins, pp. xix, xxix, lxii, 44, 56, 83, etc.; and for other examples at Taxila, no. 78 infra; ‘Finger-rings’, no. 24; ‘Copper and Bronze’, no. 28., (Pl. 191, k.) Besides the necklaces described above, there are some longer or larger ornaments of a kindred kind which seem likely to have been used as breast-chains or belts or girdles rather than as necklaces. Such ornaments (Gr. 3(bvn, 3wo'nﬁp; Skr. mekhald) were used by both Greeks and Indians. All date from the ﬁrst century A.D.",191-k,Sk,3,1926
75,62,113,D," III. Girdles, breast-chains and belts (nos. 7 5—9)","62,113","75. Gold breast-chain or girdle of 494 pieces. Width 0-31 in. The pieces, which are of thin sheet-gold, resemble stepped merlons, alternately reversed, so as to ﬁt one into another. They are pierced with two sets of holes for threading. For the stepped merlon motif in modern Indian jewellery from Hazara, cf. T. H. Hendley, Indian jewellery, P1. 42, no. 287. First century A.D. Sk. ’29—I,241/11; Block D’; sq. 62-113’; stratum III. Cf. p. 187, no. 8 supra; A.S.R. (1929), p. 60, no. I0, and P1. XVIII, 8. For other objects from same hoard, see nos. 7, 8 supra. (Pl. 194, c.)",194-c,Sk,3,1929
76,62,113,-," III. Girdles, breast-chains and belts (nos. 7 5—9)","62,113","76. Gold girdle or necklace of I 30 pieces of double crescent shape. The pieces are of thin metal and hollow, fashioned on a matrix such as those illustrated in ‘Copper and Bronze’, nos. 37, 38, 4o, 41, 106—8, 168—76. Width 062 in. First century A.D. Sk. ’29—1,24I/8; Block -D'; sq. 62-113’; stratum III. For the shape, see also ‘Beads’, p. 741. Cf. p. 187, no. 9 supra; A.S.R. (1929), p. 60, no. 8 and P1. XVIII, 9. For other objects from same hoard, see nos. 7, 8 supra. (Pl. 194, d.)",194-d,Sk,3,1929
77,157,43,," III. Girdles, breast-chains and belts (nos. 7 5—9)","157,43","77. Gold girdle or necklace of I 16 pieces of lily pattern. The pieces are of thin gold, hollow within and pierced with two transverse holes for strings. Width 0- 56 in. First century A.D. Sk. ’28—2,679; palace; sq. 157-43’; stratum II. Cf. A.S.R. (1928), p. 60, no. 81, e and Pl. XXI, 1. For other objects from same hoard, see no. 29 supra and p. 174. (Pl. 194, a.) MT 80   Miscellaneous necklace beads 63o GOLD AND SILVER JEWELLERY [CH. 30",194-a,Sk,2,1928
78,,,D," III. Girdles, breast-chains and belts (nos. 7 5—9)",,"78. Seven pieces of gold belt or girdle of ﬁsh pattern, comprising six groups of three ﬁshes abreast, and a circular medallion for the clasp. The ﬁshes, which are 137 in. long, are of thin, stamped gold, hollow within, and united on the underside by thin transverse strips of gold. Holes are pierced in their mouths and tails for three strings. Pl. 179, no. 79 illustrates the type of copper matrix on which they were fashioned. The face of the medallion (diam. 137 in.) is decorated in cloisonné with a heart and leaf stellate design within a beaded border. The hearts and beading are inlaid with white orthoclase felspar; the centre and leaves with rock-crystal. Attached to its back are three small rings on one side and a single ring on the other, intended for uniting the three threads of the belt. First century A.D. Sk. ’26—4,081/9; sq. 5847'; Block D; stratum III. Cf. p. 156, no. 8 supra; A.S.R. (1926), p. 113, nos. 2, 5 and P1. XXVI, 4, 7. For the ﬁshes see no. 74 supra and cf. Furtwangler, Goldfund von Vettersfelde, Pl. I, republished in his Kleine Schriften, I, pp. 469-516 and P1. XVIII; Schreiber, Alexandrinische Toreutik, p. 301, ﬁg. 21; Dalton, Treasure of the Oxus, Pl. VI, no. 16 and other examples cited. For other objects from the same hoard in Block D, see nos. 3, 4 supra. (Pl. 194, b.)",194-b,Sk,3,1926
79,,,," III. Girdles, breast-chains and belts (nos. 7 5—9)",,"79. Two groups of three ﬁshes each, belonging to a gold belt or girdle similar to no. 78. Length of ﬁshes, 1-62 in. Same age and ﬁndspot as preceding (q.v.). Cf. p. 156, no. 9 supra; A.S.R. (1926), p. 113, no. 6 and P1. XXVI, 8. Amulets and pendants have been classed together in this section because it is impossible in some cases to be sure whether a particular pendant has an amuletic value or not. That the claw or tooth pendant (no. 80), the swastikas (no. 85), the pipal leaves (no. 88), the bell (no. 89), and the clubs (nos. 91, 92), were employed as amulets is beyond question, and it is equally certain that nos. 82—4 were intended to hold relics or charms of some sort. But it is not so clear whether nos. 86, 87, 90, 93, 94 and 95 were designed as amulets or merely as ornaments. Coins, for example, or coin impressions, were certainly used as amulets in Roman times and became very popular during the third century A.D. (e.g. B.M. Cat. of jewellery, nos. 2727, 2735, 2860, 2868—70, 2875, etc.), but whether the same superstition attached to them in India is doubtful.",,,,
80,,,, IV. Amulets and pendants (nos. 80-9 5),,"80. Claw or tooth amulet. Length 1-12 in. The core is of lead covered, except at the point, with a thin sheath of gold. On the front side the gold is decorated with a granulated design of small hexagons enclosed in beaded borders. In the centre of each hexagon is a rosette of granules. The tooth or claw is pierced transversely by three holes for suspension. Third to second century B.C. Bm. ’12—20/ 1. For other articles from the same hoard, see no. 71 supra and p. 111. Cf. A.S.R. (1912), p. 41, no. 2 and P1. XXXIX, d, 2. Amulets of this kind were fashionable among both Greeks and Romans, being credited with speciﬁc apotropaic and other powers. Cf. Dar. et Sag. 3.1). ‘Amuletum’, I, p. 254, and for two specimens from Chiusi of about the third century B.C., cf. B.M. Cat. of jewellery, Pl. XLVII, nos. 2278, 2304. On the other hand, the tiger tooth or claw was probably prized as an amulet as highly in ancient as in modern India. (Pl. 191, o.)",191-o,Bm,,1912
81,,,, IV. Amulets and pendants (nos. 80-9 5),,"81. Gold sheath of tooth—amulet (length 075 in.) decorated on surface with ﬁne ﬁligree wire in criss-cross pattern. Found in stratum IV, of ﬁfth to sixth century B.C., but may be a later stray. Bm. ’19—I,858; sq. 1038'. Cf. p. 101 supra.",,Bm,4,1919
82,,,, IV. Amulets and pendants (nos. 80-9 5),,"82. Oblong amulet-case or reliquary of silver (length 0-87 in.), decorated on three sides with ﬁne granulated designs of ﬂowers and geometric patterns in beaded borders. One side is pierced with two holes for suspension. Bm. ’12—20; stratum I. For other articles from the same hoard, see no. 71 above. Cf. A.S.R. (1912), p. 41, no. I and P1. XXXIX, d, 1. (Pl. 191,p.) CH. 30] GOLD AND SILVER JEWELLERY 631","191,p",Bm,1,1912
83,,,, IV. Amulets and pendants (nos. 80-9 5),,"83. Oblong amulet case of gold, square in section. Length 062 in. The decoration is obliterated. From the same hoard as preceding.",,,,
84,59,114,D, IV. Amulets and pendants (nos. 80-9 5),"59,114","84, a, b. Two cylindrical amulet cases of gold, furnished with two rings each for suspension and decorated with parallel circles round middle. Length 062 in. First century A.D. Sk. ’19— 933/4; Block D’; sq. 59-114’; stratum II. For cylindrical amulet cases of modern Indian pattern, see T. H. Hendley, Indian jewellery, P13. 57, no. 353 and Pl. 96, no. 648. Other objects from the same hoard include ‘Jewellery’, nos. 94, 104; ‘Finger—rings’, no. 5; ‘ Silver- ware’, no. 14; ‘Copper and Bronze’, nos. 211, 291, 310; ‘Stone Objects’, nos. 138—40, 148; ‘Shell’, no. 42; ‘Glass’, nos. 1, 4, 18, 19. See vol. I, p. 188, no. 7. (P1. 191, q.)",191-q,Sk,2,1919
85,62,113,D, IV. Amulets and pendants (nos. 80-9 5),"62,113","85, a—d. Four square amulets of gold, decorated on the face with swastika outlined in repousse’ beading. Size 2-12 x 212 x 019 in. At the centre is a diamond-shaped depression, and at the four corners of the arms are heart-shaped depressions intended for inlays of stone or paste. The amulets are of sheet-gold on a core of lac or mastic. Attached to the back are four copper rings. First century A.D. The swastika, which was virtually unknown to Sumer, Akkad, Babylon and Assyria, was common in India from the earliest times. For other examples at Taxila, see ‘Finger-rings’, no. 42; ‘Bone and Ivory Objects’, no. 91; ‘Pottery’, no. 265. Sk. ’29—1,241/6; Block D’; sq. 62-113’; stratum III. Cf. p. 187, no. 10 supra; A.S.R. (1929), p. 60, no. 6; and for other objects from the same hoard, see nos. 7, 8 supra. (Pl. 191, v.)",191-v,Sk,3,1929
86,15,16,, IV. Amulets and pendants (nos. 80-9 5),"15,16",86. Gold ﬂeur-de-lys pendant with hook at top. Height 0 56 in. Third to second century B.C. Bm. ’19—227; sq. 15-16’; stratum I. Cf. p. 111 supra.,,Bm,1,1919
87,27,27,, IV. Amulets and pendants (nos. 80-9 5),"27,27","87. Triangular pendant, made of double sheet of gold with small rim at apex and row of three beads at base. Height 0-56 in. Fourth to third century B.C. Bm. ’20—1,198; sq. 27-27’; stratum III. Cf. p. 104 supra.",,Bm,3,1920
88,,,, IV. Amulets and pendants (nos. 80-9 5),,"88, a—c. Three gold pendants in the form of pipal leaves. Length 0' 56 in. Third to second century B.C. Bm. ’12—20/9; stratum I. For other articles from the same hoard, see no. 71 above. Cf. A.S.R. (1912), p. 41, no. 5.",,Bm,1,1912
89,114,87,G, IV. Amulets and pendants (nos. 80-9 5),"114,87","89. Bell pendant of gold, like those attached to the ear-pendants nos. 26—30 above (q.v.). Height 0-69 in. Beaded border round upper rim of bell. First century A.D. Sk. ’28~I,917; Block G’; sq. 114-87'; stratum II. See vol. I, p. 181.",,Sk,2,1928
90,,,, IV. Amulets and pendants (nos. 80-9 5),,"90. Diamond-shaped pendant of thin sheet-gold, provided with ring at one corner for suspension. Length 0- 5 in. Sk. ’21—76; spoil earth.",,Sk,,1921
91,77,66,E, IV. Amulets and pendants (nos. 80-9 5),"77,66","91, a, b. Two hollow club—shaped pendants of gold. Length 106 in. First century A.D. Sk. ’1 3—194/ 19; Block E; sq. 77'66’; stratum II. For the club motif, which was common in Greek and Graeco-Roman jewellery, cf. B.M. Cat. of jewellery, nos. 1952, 2036—9, 2369, 2412—24, 2686, 2718, 3024. As a rule the club takes the form of a pendant, but sometimes is strung from end to end on a necklace. Cf. p. 159, no. 11 supra; A.S.R. (1912), p. 27, no. 19. For other objects from same hoard, see nos. 9, 10 supra. (Pl. 191, l.)",191-l,Sk,2,
92,62,113,D, IV. Amulets and pendants (nos. 80-9 5),"62,113","92, a—d. Four hollow club-shaped pendants similar to preceding. Length 087 and 1-12 in. First century A.D. Sk. ’29~1,241/14; Block D'; sq. 62-113’; stratum III. Cf. p. 187, no. 11 supra; A.S.R. (1929), p. 60, no. 13, and for other objects from same hoard, see nos. 7, 8 supra. (P1. 191, m.)",191-m,Sk,3,1929
93,,,, IV. Amulets and pendants (nos. 80-9 5),,"93. Globular pendant of gold with ringed projection for suspension. Diam. 0' 5 in. First century A.D. Sk. ’29—1,241/31. From same hoard as preceding. Cf. p. 187, no. 12 supra; A.S.R. (1929), p. 61, no. 33.",,Sk,,1929
94,59,114,D, IV. Amulets and pendants (nos. 80-9 5),"59,114","94, a—c. Three globular pendants of gold similar to preceding. Diam. 0'25—0-5 in. First century A.D. Sk. ’19~933/5; Block D’; sq. 59-114’. Cf. p. 188, no. 8 supra, and for other objects from same hoard, see no. 84 supra.",,Sk,,1919
95,,,, IV. Amulets and pendants (nos. 80-9 5),,"95, a—d. Four gold coin pendants, with square tubular attachment at top. Height 1 in. One of the tubes is set with a carbuncle in beaded circlet; the others are plain. The coins are 80-2 632 GOLD AND SILVER JEWELLERY [CH. 30 of the later Kushan, King Sita(?) type. Three are identical, viz. : Obv. ‘ King nimbate standing to left at altar’. In 1. hand, trident with streamers; in 1. hand, staﬁ ; Brahmi legends vertically arranged: r. Shaka(?); under arm, Sita(?) l. bha. Rev. ‘Enthroned goddess’ (BArdochsho), holding cornucopia in 1. hand. Marginal legend defaced. Cf. V. Smith, Cat. of Coins in the Indian Museum, vol. 1, pt. I, p. 89, nos. 6-10. In the fourth coin, the legend in r. ﬁeld appears to read tasu. Jn. ’16—F 61—3. Mon. cell no. 19, where nos. 201, 202 infra were also found. See vol. I, p. 385;}n. Mem. p. 57, nos. 4—7 and P1. XXIX, j—m. (P1. 191, n.)",191-n,Jn,,1916
96,64,92,D, V. Brooches (nos. 96—9),"64,92","96. Gold repoussé ﬁgure of winged Aphrodite or Psyche. Height 3-31 in. The goddess is standing on a lotus(?) pedestal, resting her left elbow on a pillar and her right hand on her hip. Her drapery falls across her thighs, leaving the rest of the body bare. She wears armlets, bracelets and a crossed breast—band. Her hair is gathered in a knot on the crown of her head, with curls falling in front over her ears. Behind her shoulders appear two wings, roughly depicted. The relief, which is of thin plate-gold, was probably fashioned with the help of a stone or metal matrix, and afterwards ﬁnished with punches and graving tools. The back was made in a separate piece and soldered to it. Attached to the latter are three small rings, two behind the wings and one behind the feet. The type appears to go back to an original of the Praxitelean School (c. 300 B.C.). For the pose, cf. Reinach, Repertoire de la Statuaire gr. et ram. 11, p. 334, nos. 5, 6; p. 335, nos. 1, 2, 6; IV, p. 201, no. 4, etc.; VI, p. 80, no. 4. For the crossed breast—band, cf. Winter, Die Antiken T errakotten, III, 2, p. 209, no. 7 et passim; Dennison, A Gold Treasure from Egypt (late Roman), p. I 50, ﬁg. 43. First century A.D. Sk. ’29— I, 507/2; Block D’; sq. 64-92’; stratum II. Cf. p. 186, Deposit A, no. 4, supra; A.S.R. (1929), p. 65, no. 51 and P1. XVI, 3. For other objects from the same hoard, see no. 2 supra. (Pl. 191, s.)",191-s,Sk,2,1929
97,77,65,E, V. Brooches (nos. 96—9),"77,65","97. Gold brooch with ﬁgure of winged Aphrodite or Psyche, similar to the preceding but of coarser workmanship, though the wings of the goddess are slightly more realistic. Height 2.5 in. First century A.D. Sk. ’13—194A/1; Block E; sq. 77-65’; strata I—II. Cf. p. 160, no. I supra; A.S.R. (1912), p. 27, no. 1, Pl. XXII, b, 1. For other objects from the same hoard, see no. 60 supra. (P1. 191, t.)",191-t,Sk,,1913
98,62,113,D, V. Brooches (nos. 96—9),"62,113","98. Gold brooch, With ﬁgures of Eros and Psyche in repoussé relief. Height 1-81 in. The ﬁgures are standing side by side caressing each other, Eros holding Psyche’s breast with his right hand. The technique is the same as in no. 96, but the workmanship is superior. At the back are three small rings for attachment, two at the middle and one behind the feet. In the base are two small holes, one larger than the other, through which the core of lac or mastic was inserted. For ﬁgures of Eros and Psyche as lovers, cf. Collignon, Monuments relatifs au mythe de Psyche, pp. 369 ff.; Stephani, Comptes Rendus (1877), p. 160; Pottier et Reinach, Ne’cropole de Myrina, p. 411; Winter, Die Antiken Terrakotten, 11, 224—32. For a group on a bronze hydria in the British Museum, see Walters in Arch. Zeit. (1884), P1. I, and pp. I if, and Furtwangler, Coll. Sabouroﬁ', II, Pl. 135. Also Dar. et Sag. IV, 748 and nn. 13—21. First century A.D. Sk. ’29—1,241/1; Block D'; sq. 62-113’; stratum III. Cf. p. 187, no. 13 supra; A.S.R. (1929), p. 59, I and P1. XIX, 2; and for other objects from same hoard, see nos. 7, 8 supra. (P1. 191, u.)",191-u,Sk,3,1929
99,77,65,E, V. Brooches (nos. 96—9),"77,65","99. Circular gold medallion brooch, decorated on face with winged Eros reclining(?) on ﬂowing draperies. Diam. 112 in. The brooch is made of two pieces of sheet-metal joined at the edges. The relief, which is of rough workmanship, appears to have been fashioned in a matrix like nos. 96—8. First century A.D. Sk. ’13—194, a/2; Block E; sq. 77-65’; strata I—II. Cf. p. 160, no. 2 supra; A.S.R. (1912), p. 28, no. 2 and P1. XXII, b. For other objects from the same hoard, see no. 60 supra. (Pl. 191, w.) CH. 30] GOLD AND SILVER JEWELLERY 633",191-w,Sk,,1913
100,62,113,D," VI. Hair-pins (nos. 100, 101)","62,113","100. Gold hair-pin With ﬂat ‘Wheel’ head decorated on both sides with cinquefoil rosette inlaid with white orthoclase felspar and encircled by double beading. Length 437 in. First century A.D. Sk. ’29—1,24I/2o; Block D’; sq. 62-113’; stratum III. Cf. p. 187, no. 14 supra; A.S.R. (1929), p. 61, no. 19 and P1. XIX, 14; and for other objects from same hoard, see nos. 7, 8 supra.’ (Pl. 191, z.)",191-z,Sk,3,1929
101,58,47,D," VI. Hair-pins (nos. 100, 101)","58,47","101. Hair—pin of .silver with gold head. Length 565 in. The head consists of a crescent resting on a small cube and surmounted by a triratna device. Four pearl drops on gold Wire hang from the crescent and two from the triratna. Three circlets of gold with double rows of beading support each of the three component parts. A particular interest attaches to this hair—pin because of the combination of Indian and Greek motifs, the crescent (Gr. uﬁvw'Kos) being characteristically Greek (e.g. B.M. Cat. of jewellery, nos. 2360—5, 2449—62, etc.) and the triratna just as characteristically Indian. A similar pin but without the crescent is ﬁgured on the west gateway of Saﬁchi fastening the knotted thong over the scabbard of a broad sword (Marshall and Foucher, The Monuments of Sanchz‘, Pl. LXVI, a). The triratna, an age-old device in India, was specially adopted by the Buddhists as a symbol of the Buddhist Trinity, and is ﬁgured in great profusion on the early Buddhist monuments at Saﬁchi, Bharhat and elsewhere. It also occurs as a monogram on the coins of contemporary Indo—Parthian and Kushﬁn kings. First century A.D. Sk. ’26—4,o81 /1; Block D; sq. 58-47’; stratum III. Cf. p. 156, no. IO supra; A.S.R. (1926), p. 113, no. 9 and P1. XXVI, 11. For other objects from the same hoard, see nos. 3, 4 supra. (Pl. 191, 2.) The gold and silver specimens of bangles, armlets and bracelets comprise ﬁve types, Viz.: Type a. Solid bangles of heavy wire with open knobbed ends. Cf. ‘ Copper and Bronze’, ch. 28, Class I, type a. Type b. Solid bangles of wire with spirally twisted ends. Cf. ‘Copper and Bronze’, Class I, type b, no. 6. Type c. Hollow bangles of thin metal With expanded ends. Not found in copper or bronze. Type d. Solid or hollow bangles with ends terminating in lion-heads. Type e. Openwork bracelets with square ‘gate ’ Clasps adorned with jewels. Of these, types d and e, the most ornamental, are copied from Greek proto- types. At Taxila, the former dates back to the third or early second century B.C.; the latter to the ﬁrst century A.D. For a copper bracelet covered with gold-leaf (third to second century B.C.), cf. ‘ Copper and Bronze’, Class I, no. 7. Type a:",191-2,Gr,3,1926
102,31,47,D, VII. Bangles and bracelets (nos. 102—43),"31,47","102, 103. Two solid bangles of heavy silver wire with cubical knobbed ends. Diam. 337 in. Cf. ‘Copper and Bronze’, nos. 1, 2. A similar bangle, ﬁgured at the top of the illustration, was also found in the jeweller’s hoard in Block D’ (p. 187, no. 33). First century A.D. Sk. ’24—683/7; Block B; sq. 31-47’; stratum II. Cf. p. 147, no. 7 supra; A.S.R. (1924), p. 49, no. 7. For details of other objects from the same hoard, see nos. 13, 14 supra. (Pl. 195, a.) 634 GOLD AND SILVER JEWELLERY [011. 30 Type I):",195-a,Bl,2,1924
104,59,114,D, VII. Bangles and bracelets (nos. 102—43),"59,114","104. Solid bangle of gold wire, with ends twisted spirally round opposite sides to permit of the bangle being expanded. Diam. 22 5 in. First century A.D. Sk. ’19—93 3 /2; Block D’; sq. 59-1 14’; stratum II. Cf. ‘Copper and Bronze’, no. 6, and for Roman examples, B.M. Cat. of jewellery, nos. 2803, 2809. Cf. p. 188, no. 6 supra, and for other objects from same hoard, see no. 84 supra. 105—15. Eleven gold bangles similar to preceding. Diam. 1' 5—2-75 in. First century A.D. Sk. ’29—I,241/13; Block D’; sq. 62-113’; stratum III. Cf. p. 187, no. 15 supra; A.S.R. (1929), p. 60, no. 12, and for other objects from same hoard, see nos. 7, 8 supra. (Pl. 195, 1;.) Type c: 116—19. Four hollow gold bangles with expanded trumpet-shaped ends. Diam. 3-12 in. They are made of thin sheet-gold on a core of lac or mastic, and the ends were closed with a separate disk of gold. The same shape occurs in Mycenaean and Archaic Greece (cf. B.M. Cat. of jewellery, nos. 801, 1248) but does not appear to have survived into later times. It may have been evolved independently in India. Sk. ’13—194/3, 4; Block E; sq. 77-66’; stratum II. Cf. p. 159, no. 12 supra; A.S.R. (1912), p. 26, nos. 3, 4 and P1. XXI, 1—4. For other objects from the same hoard, see nos. 9, 10 supra. (Pl. 195, c.)","195-1;, 195-c",Sk,2,1919
120,62,113,D, VII. Bangles and bracelets (nos. 102—43),"62,113","120, 121. Two gold bangles similar to preceding. Diam. 3-62 and 3-75 in. First century A.D. Sk. ’29—1,24I/4; Block D'; sq. 62-113’; stratum III. Cf. p. 187, no. 16 supra; A.S.R. (1929), p. 59, no. 4. For other objects from the same hoard, see nos. 7, 8 supra. (Pl. 195, f.) 122—4. Three gold bangles similar to preceding, but one of them is provided with a tenon and socket-hinge in the middle of the back. Diam. 3 in. First century A.D. Sk. ’24—683/4; sq. 31-47’; stratum II. Cf. p. 147, no. 4 supra; A.S.R. (1924), p. 49, no. 4. For other objects from same hoard, see nos. 13, 14 supra. 125—32. Eight gold bangles of similar shape to preceding. Diam. 275—312 in. The trumpet-ends were joined together, and a section cut out from the back of the bangle was provided with hinge and fastener, so as to act as a movable clasp. First century A.D. Sk. ’26— 4,081/11; Block D; sq. 58-47’; stratum III. Cf. p. 156, no. 11 supra; A.S.R. (1926), p. 114, no. 13. For other objects from the same hoard, see nos. 3, 4 supra. (P1. 19 5, d, g.) Type d: 133—6. Four gold bangles or armlets with ends terminating in lions’ heads. Diam. 4-2— 4-6 5 in. They are made of thin beaten gold on a core of shellac or mastic. The lion heads, which are made in separate pieces, are decorated with wavy lines in imitation of manes, and ﬁnished at the back with a double-plaited border. This type of bangle was familiar in Eastern Greece as far back as the archaic period and survived down to Roman times. For examples, see B.M. Cat. of jewellery, nos. 1204—7, 1985, 1989, 1991, 1992, 2763. The Taxila specimens are probably of the early second century B.C. Bm. ’21—858; sq. 41'138’; stratum I. Cf. p. 111 supra; A.S.R. (1920), P1. XVII, 27 and no. 166 infra. (Pl. 195, 1'.) Type (3:","195-f, 19 5-d-g, 195-1'",Sk,3,1929
137,64,92,D, VII. Bangles and bracelets (nos. 102—43),"64,92","137, I38. Pair of gold bracelets with square gate clasp encrusted with gems. Diam. 2- 5 in.; Width 162 in. The hoop or body of the bracelet is of fretted sheet-gold with a running acanthus pattern relieved with comma-shaped leaves, circular box-settings and knots, the whole enclosed in plaited—chain borders. The leaves are inlaid with white orthoclase felspar with convex surface, and the circular settings with amber. The design on the gate clasps takes the form of ﬁve circular settings inlaid with amber and crescent and circle devices in the corners inlaid with White orthoclase felspar. The hinge and fastening of the clasp consist of short sections of beaded tubing held together by a pin. The clasp is strengthened by cross-strips of gold soldered to its back. First century A.D. Sk. ’29—1,507; Block D’; sq. 64'92’; stratum II. Cf. p. 186, Deposit A, no. 5 supra; A.S.R. (1929), p. 64, no. 49 and P1. XVIII, 61. mg.— CH. 30] GOLD AND SILVER JEWELLERY ' 635 This type of clasped bracelet goes back to the fourth or ﬁfth century B.C. in the Near East, but appears to have been Scytho-Greek rather than Greek. For a ﬁne specimen of the fourth century B.C., found in a royal tomb at Koul-Oba in the Crimea and closely resembling this bracelet from Taxila, cf. Dar. et Sag. s.v. ‘Armilla’, I, p. 436, ﬁg. 529, and Antiquite’s du Bosphore cimmérien (Russian Government Publication, St Petersburg, 1854, Paris, 1892), P1. XIV, 4. For other objects from the same hoard, see no. 2 supra. (Pl. 196, a.)",196-a,Sk,2,1929
139,,,, VII. Bangles and bracelets (nos. 102—43),,"I 39. Gold bracelet similar to preceding. Diam. 24 in.; width 175 in. The hoop is decorated with leaf design, knots and oval box-settings, inlaid with carbuncles—the whole surrounded by a beaded border. There were traces of turquoise or turquoise paste in the leaf cloisons when ﬁrst discovered. The design of the square gate-clasp is the same as in nos. I37 and 138, but the gems in the circular settings are different. The gems from the corner crescent and circle cloisons are missing. The hinge and fastening of the clasp are of plain instead of beaded tubing. First century A.D. Sk. ’17—A1, a. From ﬁeld near Sirkap. (Pl. 196, b.)",196-b,Sk,,1917
140,108,87,G, VII. Bangles and bracelets (nos. 102—43),"108,87","140, 141. Pair of gold bracelets of similar type to the preceding. Diam. 2-5 in.; width 187 in. The decoration on the hoop consists of four rows of S—shaped ﬁgures alternately reversed so as to form an ivy-leaf pattern. Enclosing it is a plaited-chain border. The clasp is solid and enriched with leaf-shaped cloisons once ﬁlled with gems or paste and with an oval box—setting in the centre. In one setting the inlay is rock-crystal en cabochon. In the other it is glass paste, now much decayed. The border is the same as that round the hoop. For the S—shaped fretted pattern, cf. B.M. Cat. of jewellery, no. 2735 (P1. LIX) of the ﬁrst to second century from Egypt. The ivy pattern is common at all periods in Greek and Graeco-Roman jewellery. First century A.D. Sk. ’29—2,193/1; Block G’; sq. 108-87’; stratum II.‘ Cf. p. 180 supra; A.S.R. (1929), p. 67, no. 75 and Pl. XVIII, 5. For other objects from same hoard, see no. 25 supra. (Pl. 196, c, e.)","LIX, 196-c-e",Gr,2,1929
142,62,113,D, VII. Bangles and bracelets (nos. 102—43),"62,113","142, I43. Pair of gold bracelets of similar pattern to the preceding but narrower. Diam. 1-81 in. The design in the hoop consists of a double S repeat fretted from sheet-gold, enclosed in a beaded border. The leaf cloisons on the clasp are ﬁlled with orthoclase felspar; the gem from the central setting is missing. There is no gold backing to the clasp, as in nos. 140, 141. First century A.D. Sk. ’29—1,24I/5; Block D’; sq. 62'113’; stratum III. Cf. p. 187, no. I7 supra; A.S.R. (1929), p. 60, no. 5 and P1. XVIII, 4. For other objects from same hoard, see nos. 7, 8 above. (Pl. 196, d.) The torque, which was as foreign to India as it was to Greece and Italy, was a characteristic ornament among the Scythic and Celtic peoples, and was worn as a mark of distinction by the Medes, Persians and Parthians, all of whom were of the same Iranian stock as the Scythians. (Cf. Dar. et Sag. s12. ‘Torques’; Wroth, Cat. of the Coins of Parthia, passim; and for deities offering this token, see ch. 38, p. 771 and n. 2.) The specimens found at Taxila were doubtless the property of people of Saka or Parthian nationality.",196-d,Sk,3,1929
