,X,Y,block,class,coord,description,plate,site,stratum,year
52,,,,,,"52. Frieze of phyllite. Length 10- 5 in. Between ﬁllets on upper and lower edges is a bold I These jewel—bearing ﬂowers are obviously inspired by the Indian ‘Tree of Fortune’ (kalpa- ‘vriksha, kalpa-lata) so frequently depicted on the monuments of Barhut and Saﬁchi. CH. 36] STONE SCULPTURES 707 design, now somewhat defaced, of vine stems arranged in roughly circular form, the interior spaces being ﬁlled with vine leaves and bunches of grapes, the exterior with bunches of grapes or tendrils. Dh. ’16—193; north of Q1; 3 ft. below surface.",,Dh,,1916
53,,,,,,"53. Cornice of phyllite. Length 26-75 in. On face, running vine scroll embellished with leaves and tendrils, between raised ﬁllets; above, ﬂat bead-and-reel moulding. Dh. ’13—205; M3; 5 ft. below surface. Cf. p. 258 supra. (P1. 215, no. 53.)",215-53,Dh,,1913
54,,,,,,"54. Fragment of phyllite cornice. Length 14-5 in. Below a broad ﬁllet is a frieze of acanthus leaves; above, a narrow ﬁllet and bead—and-reel moulding. Cf. A.G—B.G. ﬁg. I I 5. Dh. ’12—89; D5; 4 ft. below surface. Cf. p. 24.9 supra.",,Dh,,1912
55,,,,,,"55. Fragment of phyllite frieze. Length 4-7 5 in. Between two broad ﬁllets is an undulating pipal stem with offshoots in roughly circular form as in no. 53 supra, the enclosed spaces each containing three pipal leaves. Pipal leaves springing from the encircling stems ﬁll the exterior spaces between the stems and ﬁllets. Cf. A.G—B.G. ﬁg. 95. Mm. ’27—30; south side of stﬁpa II. Cf. p. 362, no. 5 supra.",,Mm,,1927
56,,,,,,"56. Fragment of phyllite frieze. Length 5-75 in. Enframed in a broad, plain edging is an undulating ﬂoral scroll of conventionalised honeysuckle pattern. Dh. ’12—1,o59; between L and D3; 2 ft. 5 in. below surface. Cf. p. 251 supra.",,Dh,,1912
57,,,,,,"57. Fragment of phyllite frieze. Length 8-25 in. Framed in a plain, ﬂat edging is an un- dulating vine stem, with large leaf ﬁlling each of the spaces above and below the undulations. Cf. no. 56 supra. Dh. ’12—3 58; between L and D5; 4 ft. below surface. Cf. p. 251 supra.",,Dh,,1912
58,,,,,,"58. Fragment of phyllite frieze. Length 887 in. A projecting border at the bottom is adorned with a saw-tooth moulding, two ﬁllets, a beaded moulding and a bead—and-reel moulding. Above this border the face of the frieze is embellished with an elaborate, but crudely executed design of unusual form. Its most striking feature is a row of peacocks, of which two only are preserved, standing en face with outspread tails. Around each is a beaded lozenge and leaf ornament, and between them is an uncommon design of two slightly converging bands made up of two ﬁllets enclosing beading and crossed horizontally by a double beading and a cylinder, through which the heading seems to pass. In the lower division is a conven- tional ﬂower; in the upper, a crescent supporting eglantine. On the left are traces of beaded lozenges and foliage but different from the ornament between the peacocks. Both design and technique are uncommon and the lavish use of beading suggests extraneous inﬂuence. Such beading is a familiar feature of the early Gupta art of Hindustan. Dh. ’13—698; N4; 3 ft. 6 in. below surface.",,Dh,,1913
59,,,,,,"59. Triangular relief of phyllite. Length 11-62 in. On lower edge, roll and stepped base moulding; on right, bevelled pilaster. In the triangular space and facing right is a spirited relief of a cock with long hackles. Cf. A.G-B.G. ﬁgs. I 19—23. Akhauri (Chir Tope B) ’21—84; from debris in front of Main Stﬁpa. Cf. p. 317 supra. (Pl. 215, no. 59.) 6o. Fragment of phyllite with ﬁgure in high relief of a winged dragon, the body in coils, the underside scaly, the ends of the double tail treated as if of foliage. The slightly opened mouth displays saw-like teeth. Length 10-5 in. For the winged dragon, cf. Pl. 145, nos. 77, 83—6, and P1. 146, no. 88. Dh. ’12—C 218. (P1. 215, no. 60.)","215-59, 215-60",Dh,,1921
61,,,,,,"61. Fragment of voluted end of bracket. Cf. ﬁg. 18 and A.G-B.G. ﬁg. 47. Of phyllite. The volute is composed of a garua’a head, turbaned, with scaly neck. Length 63 in. Kn. ’31—422. Behind A 12; 4 ft. below surface.",,Kn,,1931
62,,,,,,"62. Panel of mica schist with three standing, naked amorini (yakshas). The one in the centre plays a four-stringed lute, the others clap their hands to the music. Height 7-8 in. Torus moulding between ﬁllets on the upper edge. The lower face of the stone is plain. On top is a tenon. Cf. A.G-B.G. ﬁgs. 339—40. Kn. ’3 1—152. Octagonal chamber AI (west); 5 ft. below surface. Cf. pp. 328—9 supra. (Pl. 216, no. 62.)",216-62,Kn,,
63,,,,,,"63. Panelled pilaster of phyllite. On face, within framing, a conventionalised palm tree, and, in front, ﬁgure of a naked amorino (yaksha), dancing with upraised right hand. Beneath 708 STONE SCULPTURES [CH. 36 his feet, a pedestal of the ‘Water-pot and stepped base’ pattern commonly called ‘Indo- Persepolitan’. Cf. nos. 37—9 supra and nos. 64—70 infra. On the top edge is a tenon. Height 9-12 in. Dh. ’16—239, a; mon. court A; 2 ft. 6 in. below surface.",,Dh,,1916
64,,,,,,"64. Panelled pilaster of phyllite similar to preceding, but the amorino is kneeling on one knee and there is no pedestal beneath him. Cf. also nos. 65~7o infra. Tenon on top edge. Height 912 in. Dh. ’16—239, 6; mon. court A; 2 ft. 6 in. below surface. Cf. p. 278 supra.",,Dh,,1916
65,,,,,,"65. Panelled pilaster of phyllite. In framing, male ﬁgure, with wig-like hair and naked save for necklaces. He stands on an Indo-Persepolitan pedestal with feet crossed at the ankles. The left hand is on the hip and the right upraised to touch a lower leaf of a conventional palm tree which ﬁlls the upper space. Cf. nos. 63 and 64. supra. Height 9-75 in. Dh. ’12—I,246; between L and D 3; 4 ft. 6 in. below surface. Cf. p. 251 supra.",,Dh,,1912
66,,,,,,"66. Panelled pilaster of phyllite of the same type as nos. 64. and 65 supra, showing a small naked ﬁgure with hands on the breast and standing, facing, on an Indo-Persepolitan pillar base, with foliage of a conventionalised palm tree above the head. The hair, dressed in a topknot, falls on either side over the ears. Height 10-25 in. Dh. ’I2—I,246; between L and D5; 4. ft. 6 in. below surface. Cf. p 251 supra.",,Dh,,
67,,,,,,"67. Panelled pilaster of phyllite, with male ﬁgure standing on an Indo-Persepolitan pillar base. His hands are clasping an offering, his face turned half-right towards the missing central ﬁgure. An elaborate head-dress with high circular frontal ornament, heavy ear-rings, necklace and bracelets indicate a person of good caste. The leaves of the foliage above his head are arranged schematically around a central cone, as in no. 49 supra. Height 10-25 in. Dh. ’12— C 150. (P1. 216, no. 67.)",216-67,Dh,,1912
68,,,,,,"68. Panelled pilaster of phyllite with female (yakshiui) standing on an Indo-Persepolitan pillar base, her face turned half-left, right hand on hip, left arm bent; the upraised hand touches the foliage which ﬁlls the top of the panel; the legs are crossed with the right foot ’ advanced in front. The ﬁgure, clothed from the waist, also wears a light scarf across the shoulders, the ends of which fall gracefully on either side. The ornaments are ear—rings, collar and a ﬂexible necklace, falling between the breasts, bracelets and heavy anklets. The hair, dressed close to the head, is crowned by a chaplet resembling that worn by the adoring female standing by the left shoulder of the Buddha in no. 121 infra. Cf. A.G-B.G. ﬁg. 338. Height 8 ft. 3 in. Kn. ’3 1—154; octagonal chamber, AI, west; 5 ft. below surface. Cf. pp. 328—9 supra. (Pl. 216, no. 68.)",216-68,Kn,,
69,,,,,,"69. Fragment of phyllite from left of relief depicting the Hymn of the Naga Kalika. Cf. A.G-B.G. ﬁgs. 194—6. Of this scene only part of the ornamental balustrade of the Naga’s abode and the ﬁgure of the Naga Suvarnaprabhasa, rising at mi—corps above it, are now preserved, but the panelled pilaster ﬂanking it is almost intact and shows a female (yakshiui) standing on an Indo-Persepolitan pillar base. The face is turned half-right, right hand on hip, left arm bent with upraised hand touching a leaf of the foliage which ﬁlls the upper part of the panel. The ﬁgure is clothed, like that in no. 68 supra (Pl. 216, no. 68), and wears similar ornaments, save that the necklace is of beads. The hair, too, is treated in the same way except for a double plume in the centre of the chaplet. Cf. A.G-B.G. ﬁg. 339. Edging the panel on either side is a bead- and-reel moulding. Height 7-9 in. Kn. ’32—322—A1. Cf. pp. 328—9 supra. (Pl. 216, no. 69.) 7o. Panelled pilaster of phyllite with male ﬁgure standing on an Indo-Persepolitan pillar base under the foliage of a conventionalised palm tree. Height 9 in. The ﬁgure wears a tunic reaching to the hips and, below this, a garment like a full skirt, which falls to the ground and displays only the front of the feet, seemingly shod. The hair is dressed in a peak resembling a Phrygian cap. The hands joined on the breast hold a musical instrument of the clarinet type. Dh. ’13—968; L; 5 ft. below surface. Cf. p. 251 supra. (Pl. 216, no. 70.)","216-68, 216-69, 216-70",Kn,,1932
71,,,,,,"71. Fragment of a large composition, perhaps from the lunate interspace of a false window. Above a curved chaplet moulding stands a haloed male ﬁgure in low relief facing half-right, with his hands, much defaced, clasped in adoration. The ﬁgure is clothed in a garment falling _, Wmm'W'n/artmwmm’ w Haw... M,M.W_ ; g i i i i I l, l l i l g z 3 E 2,   CH. 36] STONE SCULPTURES 709 to the ankles but leaving the right shoulder and right-half of the chest bare. Ear-rings, a necklace and armlet on the upper right arm are the only ornaments. The almost feminine delicacy of the features, the high-dressed hair and the halo all point to the ﬁgure being a dew. Of phyllite. Height 127 5 in. Dh. ’16—238; mon. courtA; 2 ft. 6 in. below surface. Cf. p. 278 supra.",,Dh,,1916
72,,,,,,"72. Fragment of frieze of phyllite. Length I 5 in. The projecting cornice at the top is relieved, on its face, with a saw-tooth moulding and double foliate bands between ﬁllets. Below the cornice, three little amorini (yakshas), naked save for necklaces and anklets, support on their shoulders an undulating garland decorated with varied foliate designs and bound by ribbons with ﬂowing ends. The attitudes of the amorini are varied, one facing left, the centre one half-right, while the third, which is now defaced, appears to have faced right. Their hands pass over the top of the garland to hold it securely on the shoulders. Hanging from each of the two bottom loops of the garland is a bunch of grapes, the left one of which is being pecked by 'a parrot On either side, while two tiny but well executed, naked, squatting amorini are picking the grapes from the other. In the right upper space behind the garland appears the bust of a winged dew, and in the corresponding space to the left the busts of a male and a female, half turned to face each other. See pp. 328—9 supra and cf. nos. 73—5 infra and A.G—B.G. ﬁgs. 116—18. Kn. ’3 1—127; octagonal chamber, AI; 2 ft. below surface. (Pl. 216, no. 72.)",216-72,Kn,,
73,,,,,,"73. Fragment of frieze, of phyllite. Length 22' 5 in. Below a defaced scroll of vine leaves, three amorini (yakshas) support on their right shoulders an undulating garland decorated with varied foliate designs and bound by ribbons with ﬂowing ends. The amorini on the right and left are naked save for necklaces and anklets; they face left, with left arm extended, and hand resting on the front of the garland. The middle amorino, facing half-right, holds in the left hand a tankard. All the amorini have shaven heads save for a little tuft of hair above the forehead. From the bottom loop of the garland hangs a bunch of grapes half-hidden in large vine leaves. Cf. no. 72 supra. In the upper right space behind the garland a winged deva faces half-right with a tankard in the right hand, and in the corresponding space to the left is another winged ﬁgure, much defaced, with hands clasped in adoration. A ﬂuttering parrot rests on the upper, right edge of the garland. Cf. A.G-B.G. ﬁgs. 116—18. Dh. ’15—963; chapel B22. (Pl. 216, no. 73.)",216-73,Dh,,1915
74,,,,,,"74. Fragment of frieze showing two standing amorini (yakshas), naked save for necklaces, armletsand anklets, and supporting on their shoulders an undulating, foliated garland. Cf. nos. 72, 73 supra. The one to the right faces right and supports the garland on his left shoulder with the right hand in front of it. The other amorino, facing left, has the garland on his right shoulder, the left hand on his hip. In the right, upper space behind the garland is a much defaced, winged deva facing half—right, with an oﬁering in his joined hands. In the corre- sponding space to the left is a defaced, winged dem‘ with an offering in her left hand. Of ‘ phyllite. Length 1937 in. Cf. A.G-B.G. ﬁgs. 116—18. Dh. ’15—1,195; found in the debris south of P4. Cf. p. 267 supra.",,Dh,,1915
75,,,,,,"75. Fragment of frieze with a half bead-and-reel moulding along lower edge, and above it an undulating foliated garland supported by amorini (yakshas), naked save for the usual orna- ments. Cf. nos. 72—4 supra. Only one amorino is preserved, bearing the garland on his left shoulder and facing half-right. The ﬁgures in the upper spaces of the loops are defaced and unidentiﬁable. The technique is poor. The right edge shows a rough tenon. Of phyllite. Height 5-5 in. Dh. ’14—491; chapel D5. Cf. p. 249 supra.",,Dh,,1914
76,,,,,,"76. Fragment of phyllite frieze showing, beneath an acanthus cornice, four ogee arches resting on squat, pseudo—Indo-Corinthian pilasters. Cf. no. 77 infra. The arches are voluted at the springing and have saw-tooth mouldings on the front face. They represent the open fronts of structural caityas and show the ends and part of the long beams of the barrel roof. These are plainly seen in the interiors of the two arches on the left. In those to the right only the ends of the beams are seen on the underside of the arches. On the haunch of each arch rests a long-tailed parakeet, its head turned to face its fellow on the adjoining arch. On the outer MT go 710 STONE SCULPTURES [CH- 36 ends they face inwards. In the second arch from the left the Buddha, haloed, is seated on a grass—strewn throne, in meditation. In the arches to left and right standing male personages, of high caste, turn towards him, the one to the left as though about to scatter ﬂowers, the other to the right with hands joined in adoration, and the end ﬁgure with open hand held near the shoulder, as if saluting. Length 22 in. Kn. ’32—149; H6; I ft- below surface. Cf- p. 341 supra. (Pl. 217, no. 76.)",217-76,Kn,,1932
77,,,,,,"77. Fragment of phyllite frieze showing two ogee arches, springing side by side from dwarf pseudo-Corinthian pilasters, the shafts of which are relieved with a long, narrow, incised, panel. The arches are simpler than those in no. 76 supra, having no end volutes and showing no beam-ends, but they have the same saw-tooth moulding, and parakeets are seated on the arch haunches facing inwards. Under the right arch stands a haloed Buddha, facing, in abhaya-mudra. Under the other arch stands a female with left arm (defaced) raised level with the shoulder and face turned half-right towards the Buddha. She wears a long tunic reaching to the ankles and over it a himation draped over her left shoulder and leaving her right shoulder and breasts free. Her hair is dressed high, and her ornaments comprise ear-rings, necklace and heavy anklets. On the left a curved bead-and-reel moulding indicates some variation in this part of the relief which is now broken. Length 10-8 in. Kn. ’3I~IOI; square chamber, AI; 2 ft. below surface. Cf. pp. 328—9 supra. (Pl. 216, no. 77.)",216-77,Kn,,
78,,,,,,"78. Fragment of frieze of chloritised micaceous schist. On the upper edge is a richly carved vine scroll of great beauty (cf. nos. 51—3, 57), and below it three segmental arches with dental mouldings springing from dwarf pseudo-Corinthian pilasters (cf. nos. 76, 77). In the triangular spaces between the adjacent arches is a bird, facing with outspread wings, and under each arch the bust of a clothed male ﬁgure, facing. The centre one has long hair, parted in the middle, and hands raised level with the breast. The ﬁgure to the left is in a similar attitude but wears an elaborate turban. The features of the right ﬁgure are defaced. Material and style indicate an early date for the fragment. Length 6' 5 in. Dh. ’12—1,o42; between D3 and L; 7 ft. 6 in. below surface. Cf. p. 251 supra. (Pl. 217, no. 78.)",217-78,Dh,,1912
79,,,,,,"79. Fragment of phyllite from end of cornice, with a band of ornament consisting of three conventional honeysuckles alternating with kirtimukha(?) heads. Cf. no. 80 infra. Below this are the remains of six Kharoshthi characters, seemingly sa ba so - - dre te na — - - -. Length II in. Dh. ’12—C308. (Pl. 217, no. 79.) 8o. Fragment of hornblende schist from the end of a cornice, adorned with conventional honeysuckle and kirtimukha, head to left. The kirtz'mukha has puffed out cheeks, protruding eyes and pointed cars. In technique and style it resembles no. 79 supra. Length 7 in. Dh. ’13— 260; L; I ft. 4 in. below surface. Cf. p. 251 supra. (Pl. 217, no. 80.)","217-79, 217-80",Dh,,1912
81,,,,,,"81. Fragment of cornice and frieze of grey—green micaceous schist. On face of projecting cornice, bands of bead—and—reel and lotus-leaf pattern. Cf. A.G-B.G. ﬁgs. 10, 137. Below cornice, a double knot of vine stems forming a nodus herculeus, with a four-petalled rose in each of the spaces between the intertwining stems. To the right the stems terminate in vine leaves and a tendril. Length 725 in. Dh. ’I3—1,882; from debris south of N4.",,Dh,,
82,,,,,,"82. Fragment of phyllite cornice with saw-tooth moulding supported by ﬁve modillions, their curved surfaces embellished by two incised parallel lines. Cf. nos. 83 and 84 infra and A.G-B.G. ﬁg. 73. Length 15-87 in. Dh. ’12—C333.",,Dh,,1912
83,,,,,,"83. Fragment of phyllite cornice with saw-tooth moulding, supported by four modillions, their curved surfaces relieved in the centre by a deep vertical groove. Cf. no. 82 supra. Length 6-62 in. Mm. ’27—15; south of stﬁpa II. Cf. p. 362, no. 6 supra.",,Mm,,1927
84,,,,,,"84. Cornice bracket of phyllite in the form of an Indo-Corinthian pilaster with acanthus capital, the shaft curved to resemble the letter S. The front of the curve of the modillion is embellished with a central ﬂuting, in which lies a roughly sketched cable moulding. Such consoles are frequently found supporting the cornices of stﬁpas. Cf. A.G-B.G. ﬁgs. 73 and I 14. Length 4 in. Dh. ’12—C 244. CH. 36] STONE SCULPTURES 711",,Dh,,1912
85,17,19,,,"17,19",85. Fragment of a large composition from a false gable-Window consisting of parts of two of the arched frames with decorative devices between. The outer frame is enriched on its face with a saw-tooth moulding; the inner frame with a foliate pattern on its inside. Between the two is a conventionalised garland and part of the coils and leafy tail of a Triton—a creature commonly found in this position in false gable-windows. Cf. A.G-B.G. ﬁg. 233. To the right of the outer frame are traces of stems and a six-petalled ﬂower. Of hornblende schist. Length 21-5 in. Dh. ’30—745; mon. court A; sq. 17-19’; 5 ft. 9 in. below surface. Cf. p. 278 supra.,,Dh,,1930
86,,,,,,"86. Two fragments of phyllite from a false gable-Window, comprising part of two arched frames and ﬁgures between. The inner frame has a cavetto lotus-leaf moulding on its face; the outer frame a saw-tooth moulding, of which only a fragment survives. Cf. A.G-B.G. ﬁg. 233. In the corner between the two frames is a winged dragon with coiled tail, and higher up, near the apex of the arch, a ﬁgure seated in European fashion on a low circular cane seat with high, draped, round cushion. To the side of this seated ﬁgure is another standing ﬁgure clad from the waist downwards in a dhoti. The upper parts of both ﬁgures are destroyed. Cf. no. 85 supra. Height 14- 5 in. Dh. ’12—389; N4; 3 ft. 6 in. below surface. Cf. pp. 262—3 supra.",,Dh,,1912
87,,,,,,"87. Fragment of phyllite from the colfered ceiling of a portico with ﬁve square coffers in a row, each containing a human bust and each enclosed in a broad square frame in low relief. Observe that some of the corners of these frames are mitred like picture frames. The ﬁgure in the second panel wears a close-ﬁtting cap with a fringe of curls showing under the edge above the forehead, and a large circular ear ornament pendent from the right ear, the left ear being hidden by the half-turned head. In the third panel the head is turned half-left and appears to be wearing a close-ﬁtting cap concealing the ears. Although the faces are small and not perfectly preserved, they show great individuality, very different from the routine sameness of so many Gandhara ﬁgures. Two rectangular mortice-holes (one partly destroyed) at the side of the coffers show how the slab was mortised into the wall. Length 22in. Dh. ’14—811; J2; debris. Cf. p. 245 supra.",,Dh,,1914
88,12,25,,,"12,25","88. Curved fragment of phyllite, possibly from the drum of a small stﬁpa. Along the upper edge is a conventionalised garland, a broad band of ﬂat ﬁllet and saw-tooth moulding. Below, a broad band of acanthus foliage broken by a projecting kirtimukha(?) head, much defaced. Length I 5 in. Dh. ’31—132; mon. court A; sq. 12-25’; 15 ft. below surface. Cf. p. 278 supra.",,Dh,,1931
89,,,,,,"89. Draped female ﬁgure without head or arms, standing on a plain rectangular base with long vertical tenon. The ﬁgure appears to be wearing a long chitén of ﬁne texture, which falls in graceful folds to the feet, leaving the left leg bare. The top of it is seemingly folded over like a Doric chitén and reaches as far as the hips. At the waist it is conﬁned by a twisted band. The style is more distinctly classical than in the generality of Gandhara sculptures and it may have been inspired by a Greek ﬁgure of Nike, but its Indian origin is betrayed by the muscular left leg and the heavy anklet. The statue is not worked at the back. Pieces of gold—leaf with which the stone was once covered are preserved under a later layer of lime plaster. Of pale grey schist. Height I 5 in. Probably ﬁrst century A.D. Dh. ’14—314; east of 01; 3 ft. below surface. Cf. p. 254 supra. (P1. 217, no. 89.) 90, a, b. Two fragments of panels depicting the Syama jataka. Unlike the representation from Jamalgarhi (A.G-B.G. ﬁg. 143), the scenes in these panels converge towards the centre, the action proceeding partly from right to left and partly from left to right. Of no. 90, b the right end is broken, and of the drawing of water by Syama we see nothing, the action opening with the king of Benares in the fatal act of discharging his arrow to the left. He stands facing left, his back to the spectator, his attendant, behind him, holding a large quiver full of arrows. Rocks and sparse vegetation indicate the wildness of the region, and a wild animal’s head is seen at the mouth of a cave below. The boy Syama is shown with the arrow transﬁxing his breast on the extreme right of no. 90, a. In this episode the king has placed aside, while he is hunting, the elaborate turban worn by him in subsequent scenes. A defaced ﬁgure, with hand upraised to a tree on the right of no. 90, b is part of the missing ﬁrst scene. 90-2 712 STONE SCULPTURES [CH. 36",217-89,Gr,,1914
90,,,,,,"90, a. On the extreme left are traces of the leaf hut (parnasdla) in which appear the heads of Syama’s blind parents, to Whom the king brings tidings of their son’s death. The king raises his right hand in the chin-mudrd (cf. no. 6 supra and P1. 212, no. 6). He is then seen leading to their son’s body the aged couple, whose blind helplessness is very cleverly depicted. From the right, a haloed deity (Indra) comes ﬂying through the air; in his raised right hand is a ﬂask of ambrosia which, with a baptismal gesture, he is pouring on Syama’s head, and the boy is shown with uplifted hands already half-restored to life. Behind Indra stands the king, watching the resurrection. For a representation of the Syama fataka on the west gateway at Saﬁchi, cf. Marshall and Foucher, Monuments 0f Saﬁcln', vol. II, Pl. LXV, a and p. 225. Total length 2 ft. 11 in. Cf. p. 251 supra; A.S.R. (1912), P1. IX, a. Dh. ’12—479, 1,811; between L and D3; 3—5 ft. below surface. (Pl. 217, no. 90, a, b.)",217-90-a-b,Dh,,1912
91,,,,,,"91. Panel of phyllite showing a haloed Bodhisattva seated in meditation on an expanded lotus. Though the head is adorned with the usual elaborate turban and heavy ear—rings are worn, the body is clothed to the neck like 3. Buddha ﬁgure. A defaced ﬁgure, on the right of the Bodhisattva, is seated in European fashion, the face turned towards the Bodhisattva and the hands clasped in adoration. There are slight traces of a ﬁgure to the right. This probably depicts the Bodhisattva in the Tushita Heaven at the moment when he makes the examination of the time, continent, country and family wherein he is to be born again for the last time. Cf. A.G-B.G. ﬁgs. 145, 349. Height 7-5 in. Dh. ’15—1,093; south of N 5; 2 ft. below surface.",,Dh,,1915
92,,,,,,"92. Relief depicting Queen Maya’s dream. On the extreme right and left is an ogee arch supported by Indo-Persepolitan pillars, the capitals of addorsed bulls. A curious feature is that, although the bases are shown, the circular shafts are absent and evidently never existed, as one base does not lie vertically below its capital. Between the two arches, its ﬂoor level with their capitals, runs a balcony, above the balustrade of which are seen the busts of two ﬁgures to the right, one of them defaced. Below the gallery, on a draped couch, its legs carved in the semblance of a horned animal aﬁronté, lies the sleeping Maya, lying on her left side, her head on a pillow, her left hand under her head and her right resting on the near edge of the couch. Above her right side and in front of the balcony are traces of the circular disk on which was the Elephant of the Conception, but this and the left side of the balcony are now broken away. Under the balcony and at Maya’s head stands a female attendant; at her feet is a defaced guardswoman, armed with a spear. Under the arch to the right and with her back to the spectator another attendant stands holding a water—pot in her right hand, her upraised left hand resting on the bell capital of the pillar. In the corresponding arch to the left stands an attendant, facing, with legs crossed at the ankles; all above the waist is defaced. A small footstool is in front of the couch. The general arrangement of this scene closely resembles that of a sculpture from Jamrud (Lahore Museum, no. 567) which depicts the Sleeping Women. Cf. J. Burgess, Anc. Monuments of India, Pl. 127, and 3.1.24.1. (1898), P1. XII, 1. Of phyllite, of a paler variety than usual. Length 15-6 in. Cf. A.S.R. (1930—4), Pl. XCIV, e. Kn. ’3 1—128; octagonal chamber, A1; 2 ft. below surface. Cf. pp. 328—9 supra. (Pl. 218, no. 92.)",218-92,Kn,,
93,,,,,,"93. Relief of phyllite depicting the Samcodana or ‘Instigation of the Bodhisattva’, by the gods, to leave the world. On a draped throne, in front of which is a footstool, sits the haloed Bodhisattva with his right hand upraised in the abhaya-mudrd; the left hand in the lap holds a ﬂask. His robe is that of a Buddha. No jewels are worn and the hair is dressed above in a small double loop. Over the throne is a baldachin covered by a canopy with garland-like fringe and supported by columns of unusual form. These, for about two-thirds of their height, are of slender, tapering Indo-Corinthian type with acanthus capitals, their bases showing a lion aﬂronte’. Above the acanthus capitals the columns are continued as thinner, tapering, circular shafts up to the canopy. On each capital and with one arm round the thin shaft is a little naked yaksha, leaning inwards; the one to the left holds up a defaced object in his right hand. On either side of the Bodhisattva a haloed deity is seated in European fashion with face turned towards him. Indra, to the left of the Bodhisattva, raises up his right hand as if in argument; Brahma, CH. 36] STONE SCULPTURES 713 on the other side, clasps his hands in adoration or entreaty. Behind Brahma are two standing ﬁgures, one a haloed deity, the other defaced; and behind Indra is ahigh-caste personage, whose hands, again, are clasped in front of the body. There are traces of a lost ﬁgure on the extreme right. Cf. A.G-B.G. ﬁgs. 164, b, 347, a, 348. Height 8-75 in. Cf. p. 251 supra; A.S.R. (1912), P1. IX, e. Dh. ’12—772; between L and D 5; 5 ft. 6 in. below surface. (Pl. 217, no. 93.)",217-93,Dh,,1912
94,,,,,,"94. Image of the Buddha without head or hands, seated on a double lotus which rests, in turn, on a pedestal. The hands were probably in the dharmacakra—mudrd. The chief interest lies in the pedestal, which was supported at each of the front corners by the forefront of an elephant and adorned on its face by a has-relief giving another rendering of the Samcodana. Cf. no. 93 supra. The elephant on the left is missing, but the rest of the ﬁgures are intact. In the centre of the relief the Bodhisattva, with a large halo and wearing ear-rings and an elaborate turban, is seated in meditation on a low throne with wide, spreading back. To his left, Brahma is seated on a similar chair, in pensive attitude, his head resting on his right hand, his right elbow on his knee. Indra, with his hands clasped in entreaty, sits on a similar chair to the Bodhisattva’s right. On either side of the central ﬁgure, between him and the seated gods, is a standing ﬁgure, the one on the Bodhisattva’s left a monk, the other defaced. Cf. A.G-B.G. ﬁg. 479. Of phyllite. Height 12-25 in. Cf. jauliaﬁ Mem. Pl. XVIII, b. In. ’I6—F1; lower stﬁpa- court. Cf. p. 384 supra. (Pl. 218‘, no. 94.)",218‘-94,,,
95,,,,,,"95. Fragment of curved relief, possibly from the right upper side of a false gable—window, depicting the Samcodana or Instigation. Cf. nos. 93, 94 supra. In the centre of the original panel, but on the left edge of the fragment, are traces of a haloed Bodhisattva, seated in European fashion on a chair, the back of which is well displayed. To his left is a haloed deity, presumably Indra, seated in easy attitude on a rattan seat, his right hand upraised entreating the Bodhisattva to leave the world. Behind the Bodhisattva are two defaced attendant gods. Of phyllite. Height 875 in. Cf. p. 267 supra; A.S.R. (1914), P1. XIII, d. Dh. ’14—239; P7; surface debris.",,Dh,,1914
96,,,,,,"96. Fragment, from left side of some large composition, showing a haloed deity or Bodhi- sattva, seated in European fashion on a chair, his bare feet on a low footstool, the front of which is embellished by ﬁve large roundels. The face is turned half-right and the right hand upraised in front of the breast. The ﬁgure wears the dress and ornaments common to devas and Bodhisattvas. Such ﬁgures occur in the more ﬂorid representations of the Miracle of Sravasti, but usually with a lotus under the feet. Cf. A.G-B.G. ﬁg. 79. Of phyllite. Height 9-12 in. Kn. ’32—321; A1; surface debris. Cf. pp. 328—9 supra.",,Kn,,1932
97,,,,,,"97. Fragment of relief depicting a haloed Bodhisattva seated in an unusual attitude on an exceptionally high, draped throne, the bottom right edge of which shows traces of simple ornament. The right knee is bent, the foot resting on the throne; the left leg hangs in easy pose in front of the throne, the missing foot apparently resting on a footstool, now indicated by the fracture of the stone. The left hand lies in the lap, the right elbow on the right knee; the right hand is now lost. The missing face was probably turned half—left. In the background, on either side of the Bodhisattva, are two defaced, haloed deities; their clasped hands possibly held offerings. Traces of attendant ﬁgures, one haloed, are seen in the upper background. Of phyllite. Height 20 in. Cf. A.S.R. (1914), P1. IX, 1). Dh. ’14—747; B17; 5 ft. 3 in. below surface. Cf. p. 249 supra. ,",,Dh,,1914
98,,,,,,"98. Fragment from a large relief depicting the ‘Sleep of the Women’, probably the same from which nos. 99 and 100 infra also come. Cf. A.G—B.G. ﬁg. 179. In centre is a female drummer, fallen asleep over her drum, one leg on either side of it and her head resting on her two hands on the top of it. The face is hidden but the head is crowned by a chaplet with a large lotus ornament in front, and a line of beads across the top of the head connects the front and back of the chaplet. Besides these, she also wears bracelets and ornamental ﬂat anklets. To the right of the relief is the right leg and elbow of a second ﬁgure. Of phyllite. Height 13' 5 in. Dh. ’12—508; L; 3 ft. 9 in. below surface. Cf. p. 251 supra. (Pl. 218, no. 98.)",218-98,Dh,,1912
